(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0081JAP0C,B0081JAP0C,New World Wrestling Black Mens Sleeveless T-Shirt - 2X-Large,nwo001-XXL,171,1,0.11%,0.06%,236,1,0.12%,0.04%,99.15%,100.00%,3,0,1.75%,0.00%,$65.85,$0.00,3,0
B07CM9C4K7,B008BVENR6,The Big Bang Theory Soft Kitty Warm Kitty BLACK Mens T-Shirt (Adult Large),bigbang017BLACK-L,42,1,0.03%,0.06%,50,1,0.02%,0.04%,100.00%,100.00%,3,0,7.14%,0.00%,$59.85,$0.00,3,0
B07CM9C4K7,B008BVEO0W,The Big Bang Theory Soft Kitty Warm Kitty BLACK Mens T-Shirt (Adult X-Large),bigbang017BLACK-XL,28,0,0.02%,0.00%,30,0,0.01%,0.00%,96.55%,0.00%,3,0,10.71%,0.00%,$59.85,$0.00,3,0
B07C4NS96P,B008VVEFWE,Power Rangers Red Hooded Costume Sweatshirt (Adult Medium),powerrangerssweatshirtRed-M,36,0,0.02%,0.00%,45,0,0.02%,0.00%,92.31%,0.00%,3,0,8.33%,0.00%,$161.85,$0.00,3,0
B01NH0FP93,B00939OHRG,TV Store Inflatable Adult Chub Suit ® Costume (Orange),chubsuitcostume001-Orange,81,1,0.05%,0.06%,95,1,0.05%,0.04%,96.55%,100.00%,3,0,3.70%,0.00%,$89.85,$0.00,3,0
B01NH0FP93,B0093A7T2A,TV Store Inflatable Adult Chub Suit ® Costume (Nude),chubsuitcostume001-Nude,38,1,0.02%,0.06%,55,5,0.03%,0.21%,91.84%,100.00%,3,0,7.89%,0.00%,$116.85,$0.00,3,0
B07BT15HGJ,B009CF9VDQ,"COSTUME AGENT The Hangover Alan Costume - 6 Pcs The Hangover Costume with T- Shirt, Glasses, Baby Carrier, Wig, Beard and Mustache for Men Halloween Costume, Cosplay, Comic Con &amp; Themed Birthday Party",alanbabycarriercostumeDELUXE-L,48,0,0.03%,0.00%,58,0,0.03%,0.00%,98.15%,0.00%,3,0,6.25%,0.00%,$194.85,$0.00,3,0
B07BT15HGJ,B009CF9X2A,"COSTUME AGENT The Hangover Alan Costume - 6 Pcs The Hangover Costume with T- Shirt, Glasses, Baby Carrier, Wig, Beard and Mustache for Men Halloween Costume, Cosplay, Comic Con &amp; Themed Birthday Party",alanbabycarriercostumeDELUXE-XL,586,1,0.38%,0.06%,675,1,0.34%,0.04%,98.81%,100.00%,3,0,0.51%,0.00%,$194.85,$0.00,3,0
B07BLJD6FC,B009G6E2D0,Hulkamania World Champ Costume Yellow Snapsuit Infant Onesie Baby Romper (18 Months),hulk006-18M,19,0,0.01%,0.00%,23,0,0.01%,0.00%,95.65%,0.00%,3,0,15.79%,0.00%,$59.85,$0.00,3,0
B009HXJ822,B009HXJ822,Sun Drop Citrus Soda Red Sequin Fanny Pack Waist Bag,sundropbag,33,1,0.02%,0.06%,39,1,0.02%,0.04%,100.00%,100.00%,3,0,9.09%,0.00%,$35.85,$0.00,3,0
B07CJY4GV2,B009KTNBBW,nWo New World Order Hollywood Hogan Complete Costume Set (Adult XX-Large),hollywoodhogancostumeset-XXL,8,1,0.01%,0.06%,10,1,0.00%,0.04%,100.00%,100.00%,3,0,37.50%,0.00%,$149.97,$0.00,3,0
B07BWV8QJV,B00A1B9WUW,Christmas Vacation Cousin Eddie's RV Maintenance Merry Christmas! Shitter was Full Adult Gray T-Shirt (Adult XX-Large),christmasvaca011-XXL,14,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,3,0,21.43%,0.00%,$50.85,$0.00,3,0
B07BHZCF1V,B00BMVIQA2,Hulkamania Red and Yellow Tie-Dye Wrestling Legging Tights Pants (Adult Small),hulkpants001-S,57,2,0.04%,0.11%,80,2,0.04%,0.08%,97.50%,100.00%,3,0,5.26%,0.00%,$80.85,$0.00,3,0
B00C2S8KKA,B00C1NZMQG,World Wrestling Entertainment WWE Old School Macho Man Glasses Adult Aqua Blue Tank Top Shirt (Adult Medium),wwe060blue-M,34,0,0.02%,0.00%,38,0,0.02%,0.00%,88.57%,0.00%,3,0,8.82%,0.00%,$56.85,$0.00,3,0
B0CC3M934X,B00CF7KTIE,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,sbb015-S,49,1,0.03%,0.06%,66,1,0.03%,0.04%,87.69%,0.00%,3,0,6.12%,0.00%,$95.85,$0.00,3,0
B0CC3M934X,B00CF8PFRI,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,sbb015-L,65,0,0.04%,0.00%,97,0,0.05%,0.00%,100.00%,0.00%,3,0,4.62%,0.00%,$95.85,$0.00,3,0
B07CMHJ9J7,B00CMQXFK2,Los Pollos Hermanos Logo T-Shirt Tee,breakingbad004black-M,33,0,0.02%,0.00%,36,0,0.02%,0.00%,100.00%,0.00%,3,0,9.09%,0.00%,$59.85,$0.00,3,0
B07CMHJ9J7,B00CMQXH50,Los Pollos Hermanos Logo T-Shirt Tee Black,breakingbad004black-XL,34,0,0.02%,0.00%,39,0,0.02%,0.00%,93.94%,0.00%,3,0,8.82%,0.00%,$59.85,$0.00,3,0
B07BZDXRQC,B00CP8M07G,M&M M&M's Candy Red Silly Character Face Adult T-Shirt (Adult Small),mm001Nred-S,167,2,0.11%,0.11%,207,2,0.10%,0.08%,97.52%,100.00%,5,2,2.99%,100.00%,$114.29,$45.44,3,1
B07BZDXRQC,B00CP8M0VW,M&M M&M's Candy Red Silly Character Face Adult T-Shirt (Adult X-Large),mm001Nred-XL,98,2,0.06%,0.11%,124,4,0.06%,0.17%,93.33%,100.00%,3,0,3.06%,0.00%,$68.85,$0.00,3,0
B07BZDXRQC,B00CP8M2OM,Adult M&M’S Character Big Face T-Shirt,mm001Nblu-S,135,1,0.09%,0.06%,158,1,0.08%,0.04%,95.29%,0.00%,3,0,2.22%,0.00%,$68.85,$0.00,3,0
B07BZBWSLS,B00CP8M5R6,Adult M&M’S Character Big Face T-Shirt,mm001Nyel-L,113,1,0.07%,0.06%,144,1,0.07%,0.04%,95.04%,100.00%,3,0,2.65%,0.00%,$68.85,$0.00,3,0
B07BZDXRQC,B00CP8M8HI,M&M M&M's Candy Orange Silly Character Face Adult T-Shirt (Adult XX-Large),mm001Norg-XXL,96,0,0.06%,0.00%,111,0,0.06%,0.00%,93.02%,0.00%,3,0,3.13%,0.00%,$68.85,$0.00,3,0
B00DNGZ96S,B00DNGYSHY,Teenage Mutant Ninja Turtles TMNT Leonardo Costume Green T-shirt with Blue Eye Mask (Adult X-Large),tmnt045Leo-XL,41,0,0.03%,0.00%,48,0,0.02%,0.00%,97.73%,0.00%,3,0,7.32%,0.00%,$65.85,$0.00,3,0
B00DNGZ96S,B00DNGYXHO,"Teenage Mutant Ninja Turtles TMNT Costume Green T-Shirt with Eye Mask (Adult Small, Green/Purple)",tmnt045Don-S,212,3,0.14%,0.17%,257,3,0.13%,0.13%,92.86%,0.00%,3,0,1.42%,0.00%,$65.85,$0.00,3,0
B00DNGZ96S,B00DNGYXWE,Teenage Mutant Ninja Turtles TMNT Donatello Costume Green T-shirt with Purple Eye Mask (Adult Medium),tmnt045Don-M,55,1,0.04%,0.06%,86,1,0.04%,0.04%,95.12%,100.00%,3,0,5.45%,0.00%,$65.85,$0.00,3,0
B00DNIC4QO,B00DNICKR2,Teenage Mutant Ninja Turtles TMNT Michelangelo Costume Juniors Green Tank Dress with Orange Eye Mask (Juniors Large),tmnt047tankdressMike-L,98,2,0.06%,0.11%,131,2,0.07%,0.08%,100.00%,0.00%,3,0,3.06%,0.00%,$68.85,$0.00,3,0
B0CC3M934X,B00E5MZZ3G,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,sbb015-2XL,43,0,0.03%,0.00%,62,0,0.03%,0.00%,80.00%,0.00%,3,0,6.98%,0.00%,$95.85,$0.00,3,0
B07CGRM51M,B00EVYMKJU,Disney Monsters University OK Oozma Kappa Member Adult Green T-Shirt (Adult Medium),monstersinc003-M,58,0,0.04%,0.00%,69,0,0.03%,0.00%,98.53%,0.00%,3,0,5.17%,0.00%,$59.85,$0.00,3,0
B00FH80GT0,B00FH80GT0,Tuxedo Tux Adult Green Inflatable Chub Suit ® Costume,chubsuitcostume002-green,96,4,0.06%,0.22%,129,4,0.06%,0.17%,89.15%,50.00%,3,0,3.13%,0.00%,$59.85,$0.00,3,0
B07C58YG3R,B00FI3ONI4,Jeffrey The Dude Zip Up Costume Cardigan Sweater (Adult Large) Tan,bigl032-L,112,1,0.07%,0.06%,133,1,0.07%,0.04%,96.95%,100.00%,3,0,2.68%,0.00%,$203.85,$0.00,3,0
B00FT6HRRO,B00FT6HYT0,Monsters University Roar Omega Roar Adult Dark Red T-Shirt (Adult X-Large),monstersinc009-XL,32,0,0.02%,0.00%,38,0,0.02%,0.00%,100.00%,0.00%,3,0,9.38%,0.00%,$59.85,$0.00,3,0
B07BV15X7N,B00FZ3LSDU,"Power Rangers Baby Ranger Costume Romper Onesie (0-6 Months, Blue)",powerrangers018blue-0/6,90,0,0.06%,0.00%,108,0,0.05%,0.00%,100.00%,0.00%,3,0,3.33%,0.00%,$59.85,$0.00,3,0
B07BV15X7N,B00GABP1RU,"Power Rangers Baby Ranger Costume Romper Onesie (6-12 Months, Yellow)",powerrangers018yellow-6/12,21,0,0.01%,0.00%,32,0,0.02%,0.00%,93.33%,0.00%,3,0,14.29%,0.00%,$59.85,$0.00,3,0
B07BV15X7N,B00GABP1SE,"Power Rangers Baby Ranger Costume Romper Onesie (12-18 Months, Yellow)",powerrangers018yellow-12/18,39,0,0.03%,0.00%,46,0,0.02%,0.00%,97.78%,0.00%,3,0,7.69%,0.00%,$59.85,$0.00,3,0
B07BV15X7N,B00GABP1SO,"Power Rangers Baby Ranger Costume Romper Onesie (0-6 Months, Yellow)",powerrangers018yellow-0/6,113,0,0.07%,0.00%,133,0,0.07%,0.00%,96.10%,0.00%,3,0,2.65%,0.00%,$59.85,$0.00,3,0
B07CKNSJPS,B00JHLXMQC,Fifth Sun NASA Logo Adult Black T-Shirt (Adult Small),nasa002-S,77,0,0.05%,0.00%,92,0,0.05%,0.00%,41.10%,0.00%,3,0,3.90%,0.00%,$50.85,$0.00,3,0
B07CRCX3L4,B00JZZI3QY,The Big Bang Theory Sheldon Bats Adult Green T-Shirt (Adult X-Large),bigbang072-XL,100,0,0.06%,0.00%,119,0,0.06%,0.00%,94.92%,0.00%,3,0,3.00%,0.00%,$59.85,$0.00,3,0
B07CKW1C13,B00N53T082,Junk Food The Hangover Human Tree Men's T-Shirt Beige,junk187-XXXL,274,3,0.18%,0.17%,361,4,0.18%,0.17%,33.45%,0.00%,3,0,1.09%,0.00%,$74.85,$0.00,3,0
B00NGU8LDO,B00NGU8LDO,We're The Millers No Ragrets Tattoo,noragrets001,249,1,0.16%,0.06%,277,1,0.14%,0.04%,89.89%,100.00%,3,0,1.20%,0.00%,$29.85,$0.00,3,0
B07C8BRCYY,B00NO5ERLG,Captain America Shield Adult Navy Performance T-Shirt (Adult Large),captamerica031-L,35,0,0.02%,0.00%,47,0,0.02%,0.00%,100.00%,0.00%,3,0,8.57%,0.00%,$59.85,$0.00,3,0
B07C87QPG7,B00O940PSK,Mermaid Tail Blue Fin Costume (L/XL),mermaidfin001BLUE-L/XL,55,2,0.04%,0.11%,60,2,0.03%,0.08%,100.00%,100.00%,3,0,5.45%,0.00%,$59.85,$0.00,3,0
B07YZTT6F3,B00U0IHIG6,Ripple Junction The Big Lebowski Team Dude Bowling Gold Button-Down Shirt Costume (Adult Medium),bigldudecostume001-M,91,1,0.06%,0.06%,122,1,0.06%,0.04%,83.53%,100.00%,3,0,3.30%,0.00%,$119.85,$0.00,3,0
B0089Z0MP6,B00XIFZEYQ,Teenage Mutant Ninja Turtles Green Donatello Costume Infant Baby Onesie Romper (Purple Belt) (24 Months),tmntonesiePURPLE-24M,218,0,0.14%,0.00%,271,0,0.14%,0.00%,95.06%,0.00%,3,0,1.38%,0.00%,$59.85,$0.00,3,0
B07GC722RG,B010MR9LJG,Dodgeball Average Joe's Adult Yellow Jersey Costume Set (XXX-Large),dodgeball003-XXXL,13,0,0.01%,0.00%,21,0,0.01%,0.00%,84.21%,0.00%,3,0,23.08%,0.00%,$144.97,$0.00,3,0
B07BSRMTMV,B012EEA9AK,Napoleon Dynamite Rex Kwon Do Black Polo T-Shirt (Adult X-Large),nap027-XL,39,4,0.03%,0.22%,44,4,0.02%,0.17%,97.67%,75.00%,3,0,7.69%,0.00%,$83.85,$0.00,3,0
B09KS7MZVT,B014LRDAVI,Marvel Captain America Sublimated Long Sleeve Costume T-Shirt (Adult Large),captamerica038-L,18,0,0.01%,0.00%,33,0,0.02%,0.00%,96.43%,0.00%,3,0,16.67%,0.00%,$59.97,$0.00,3,0
B07BZM5RL8,B014LRDGCG,Marvel Incredible Hulk Sublimated Long Sleeve Costume T-Shirt (Adult Large) Multi,incredhulk013-L,37,0,0.02%,0.00%,42,0,0.02%,0.00%,88.10%,0.00%,3,0,8.11%,0.00%,$89.85,$0.00,3,0
B07C5D48QB,B015L2QQ2M,Macho Man Star Printed Costume Bandana (Orange),machomanbandana-Orange,75,0,0.05%,0.00%,93,0,0.05%,0.00%,93.33%,0.00%,3,0,4.00%,0.00%,$29.85,$0.00,3,0
B016X4YE6W,B016X4YE6W,Fight Soap Salesman Red Sunglasses,fightclubglasses001-FBA,"1,736",2,1.12%,0.11%,"2,671",3,1.33%,0.13%,83.49%,100.00%,3,0,0.17%,0.00%,$53.85,$0.00,3,0
B07C9RLCDL,B018F4LS8K,DC Comics The Flash Hooded One Piece Pajama (Adult Medium),flashpajama001-M,50,0,0.03%,0.00%,58,0,0.03%,0.00%,94.64%,0.00%,3,0,6.00%,0.00%,$179.97,$0.00,3,0
B01HQI448M,B01HQI448M,DC Comics Suicide Squad Harley Quinn Joker Temporary Tattoos,suicidesquadtattoos,88,0,0.06%,0.00%,108,0,0.05%,0.00%,91.67%,0.00%,5,0,5.68%,0.00%,$59.75,$0.00,3,0
B01IC2QU10,B01IC2QU10,Bioworld Suicide Squad Harley Quinn Women's Costume Bomber Jacket (Large),suicidesquad010-L,370,2,0.24%,0.11%,491,6,0.24%,0.25%,98.57%,100.00%,3,0,0.81%,0.00%,$179.97,$0.00,3,0
B07CR1F94G,B01IC2QU3S,Bioworld Suicide Squad Harley Quinn Women's Costume Bomber Jacket (Medium) Multicoloured,suicidesquad010-M,219,3,0.14%,0.17%,282,3,0.14%,0.13%,98.93%,100.00%,3,0,1.37%,0.00%,$179.97,$0.00,3,0
B01J6J58SO,B01J6J5DDY,M&M's Chocolate Candy Character Face Yellow T-Shirt (Juniors Medium),mm003JRSyellow-M,31,0,0.02%,0.00%,43,0,0.02%,0.00%,97.14%,0.00%,3,0,9.68%,0.00%,$71.85,$0.00,3,0
B01J6J58SO,B01J6J5F2I,M&M's Chocolate Candy Character Face Green T-Shirt (Juniors Large),mm003JRSgreen-L,69,2,0.04%,0.11%,82,2,0.04%,0.08%,97.37%,0.00%,3,0,4.35%,0.00%,$71.85,$0.00,3,0
B01J6J58SO,B01J6J5HYY,M&M's Chocolate Candy Character Face Green T-Shirt (Juniors XX-Large),mm003JRSgreen-XXL,61,1,0.04%,0.06%,72,2,0.04%,0.08%,98.51%,100.00%,3,0,4.92%,0.00%,$71.85,$0.00,3,0
B01J6J58SO,B01J6J5PV4,M&M's Chocolate Candy Character Face Blue T-Shirt,mm003JRSblue-M,37,1,0.02%,0.06%,38,2,0.02%,0.08%,91.43%,100.00%,3,1,8.11%,100.00%,$71.61,$23.71,3,1
B07C2P6CHX,B01JGPD466,Metallica Logo Blue T-Shirt (Adult Small),metallica003-S,135,2,0.09%,0.11%,161,2,0.08%,0.08%,100.00%,100.00%,3,0,2.22%,0.00%,$71.85,$0.00,3,0
B01JSH2B0C,B01JSFMYCE,DC Comics Suicide Squad Harley Quinn Daddy's Little Monster Women's Top with Rips (2X),suicidesquad003-FBA-2XL,173,1,0.11%,0.06%,217,1,0.11%,0.04%,99.52%,100.00%,3,0,1.73%,0.00%,$89.85,$0.00,3,0
B01L2EGG82,B01L2EGG82,Rocky Black Italian Stallion Boxer Shorts (Adult X-Large),rockyshorts-XL,70,1,0.05%,0.06%,92,1,0.05%,0.04%,96.74%,100.00%,3,0,4.29%,0.00%,$62.85,$0.00,3,0
B01L2EGINK,B01L2EGINK,Rocky Black Italian Stallion Boxer Shorts (Adult Small),rockyshorts-S,122,1,0.08%,0.06%,172,1,0.09%,0.04%,95.93%,100.00%,3,0,2.46%,0.00%,$62.85,$0.00,3,0
B0CBSWQ4J8,B01LBRLBJE,Superhero Cosplay Halloween Costume Black Boots,100578BLACK-L,189,2,0.12%,0.11%,241,2,0.12%,0.08%,98.26%,100.00%,3,0,1.59%,0.00%,$230.85,$0.00,3,0
B0CBSWQ4J8,B01LBRLC98,Superhero Cosplay Halloween Costume Black Boots,100578BLACK-XL,87,1,0.06%,0.06%,92,1,0.05%,0.04%,93.83%,0.00%,3,1,3.45%,100.00%,$230.08,$76.18,3,1
B01LZDDTNV,B01LY2O80S,Rowdy Piper T-shirt and Kilt Costume Set (Adult Large),hotrodcostumeset-L,54,0,0.03%,0.00%,66,0,0.03%,0.00%,95.38%,0.00%,3,0,5.56%,0.00%,$89.85,$0.00,3,0
B072K9Y1SC,B01LYKP3ZX,"Pro Wrestling Costume Boots (Small, Black)",wrestlingboots-SB,29,0,0.02%,0.00%,31,0,0.02%,0.00%,92.86%,0.00%,3,0,10.34%,0.00%,$179.97,$0.00,3,0
B072K9Y1SC,B01LZJT12S,"Pro Wrestling Costume Boots (X-Large, Black)",wrestlingboots-XLB,50,0,0.03%,0.00%,55,0,0.03%,0.00%,98.00%,0.00%,3,0,6.00%,0.00%,$179.97,$0.00,3,0
B01LZDDTNV,B01M0CNUDH,Rowdy Piper T-shirt and Kilt Costume Set (Adult Medium),hotrodcostumeset-M,11,0,0.01%,0.00%,15,0,0.01%,0.00%,100.00%,0.00%,3,0,27.27%,0.00%,$89.85,$0.00,3,0
B074DZJMB1,B074DZJMB1,Mime Costume Makeup Cosmetic Kit,mimecosmetickit,81,2,0.05%,0.11%,96,2,0.05%,0.08%,98.96%,100.00%,3,0,3.70%,0.00%,$44.85,$0.00,3,0
B0756JW1H6,B0756JW1H6,Glittery Logo Peel and Stick Temporary Arm Tattoo,5782-BatmanGlitteryArmTattoo,27,0,0.02%,0.00%,34,0,0.02%,0.00%,94.12%,0.00%,3,0,11.11%,0.00%,$20.85,$0.00,3,0
B075LRP365,B075MJK7LK,Men's Mime Costume Set with Makeup Kit (Adult Medium),220697-MENS-MimeCostumeSet-M,13,0,0.01%,0.00%,16,0,0.01%,0.00%,71.43%,0.00%,3,1,23.08%,0.00%,$134.40,$44.50,3,1
B075Z4K1XJ,B075Z27KRR,Marvel Super Heroes All Over Sweetheart Dress (Adult Large) Multicoloured,A9249-MarvelDress-L,22,1,0.01%,0.06%,34,1,0.02%,0.04%,96.97%,100.00%,3,0,13.64%,0.00%,$146.85,$0.00,3,0
B0761Y4BC2,B0761Y4BC2, ,juno003-XXL,53,1,0.03%,0.06%,67,1,0.03%,0.04%,94.03%,100.00%,3,0,5.66%,0.00%,$68.85,$0.00,3,0
B076HBV3CX,B076HCF761,Racine Belles AAGPBL Baseball Womens Costume Dress,RacineBellsCostumeDressWomens-S/M,19,0,0.01%,0.00%,23,0,0.01%,0.00%,95.00%,0.00%,3,0,15.79%,0.00%,$149.97,$0.00,3,0
B076JJDRSQ,B076HFKLDY,Briefly Stated National Lampoon's Christmas Vacation Clark's Dinosaur Pajama Set (Adult X-Large),NL029-ChristmasVacationPajamaSet-XL,142,2,0.09%,0.11%,182,2,0.09%,0.08%,97.79%,100.00%,3,0,2.11%,0.00%,$149.85,$0.00,3,0
B076JJDRSQ,B076HG5JMT,Briefly Stated National Lampoon's Christmas Vacation Clark's Dinosaur Pajama Set (Adult Large),NL029-ChristmasVacationPajamaSet-L,61,1,0.04%,0.06%,76,1,0.04%,0.04%,98.63%,100.00%,3,0,4.92%,0.00%,$149.85,$0.00,3,0
B076N6SKJL,B076N6SKJL,Adult Deluxe Ricky Sanchez Blue Wig and Eyebrow Costume Cosplay Accessory,1170-RSWigEyebrown,47,0,0.03%,0.00%,62,0,0.03%,0.00%,95.16%,0.00%,3,0,6.38%,0.00%,$86.85,$0.00,3,0
B08DBVN295,B077MX8GLN,Underboss Super Natural Castiel Pray Pants and Shirt Pajama Set - L Multicoloured,WR0261-SuperNaturalCastielPJSet-L,20,0,0.01%,0.00%,23,0,0.01%,0.00%,86.96%,0.00%,3,0,15.00%,0.00%,$38.85,$0.00,3,0
B07BRLMRFZ,B07BS1YNFT,Costume Agent Hulkamania Logo Red Snapsuit Infant Onesie Baby Romper (24 Months),hulk007N-24,28,0,0.02%,0.00%,38,0,0.02%,0.00%,89.47%,0.00%,3,0,10.71%,0.00%,$56.85,$0.00,3,0
B07C9RDZW5,B07BT83653,Hulk Hogan Hulkamania Sunglasses Red,hulkglassesN-red,21,0,0.01%,0.00%,26,0,0.01%,0.00%,87.50%,0.00%,3,0,14.29%,0.00%,$53.85,$0.00,3,0
B07BRZNC83,B07C9GGGVZ,Hulk Hogan Hulkamania Sleeveless Red T-Shirt (Adult XXX-Large),hulk003redN-XXXL,50,1,0.03%,0.06%,60,1,0.03%,0.04%,100.00%,100.00%,3,0,6.00%,0.00%,$74.85,$0.00,3,0
B07C9HTQL4,B07C9GJHCK,Hulkamania Hulk Hogan Juniors Yellow T-Shirt Tee (Juniors Small),hulk001jrYELN-S,19,0,0.01%,0.00%,35,0,0.02%,0.00%,100.00%,0.00%,3,0,15.79%,0.00%,$59.85,$0.00,3,0
B07BS3Q947,B07C9JMB3Z,WWE Hulk Hogan Hulkamania Adult T-Shirt (Adult X-Large) Yellow,hulk001N-XL,17,1,0.01%,0.06%,18,1,0.01%,0.04%,100.00%,0.00%,3,0,17.65%,0.00%,$71.85,$0.00,3,0
B07C9HTQL4,B07C9KY855,Hulkamania Hulk Hogan Juniors Yellow T-Shirt Tee (Juniors Medium),hulk001jrYELN-M,20,0,0.01%,0.00%,27,0,0.01%,0.00%,91.67%,0.00%,3,0,15.00%,0.00%,$59.85,$0.00,3,0
B07FDPTFYP,B07FDPTFYP,Wayne Costume Accessory Black Deluxe Wig,WayneWig-1195,12,0,0.01%,0.00%,20,0,0.01%,0.00%,100.00%,0.00%,3,0,25.00%,0.00%,$44.85,$0.00,3,0
B08JZGFKGH,B07GJXTR45,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Michelangelo,XXL)",tmnt016-Mike-Mens-2XL,341,2,0.22%,0.11%,479,2,0.24%,0.08%,27.13%,0.00%,3,0,0.88%,0.00%,$59.85,$0.00,3,0
B08JZGFKGH,B07GJXVLF7,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Raphael,XXXL)",tmnt016-Raph-Mens-3XL,236,0,0.15%,0.00%,330,0,0.16%,0.00%,27.36%,0.00%,3,0,1.27%,0.00%,$59.85,$0.00,3,0
B08JZGFKGH,B07GK1CZPS,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Leonardo,Medium)",tmnt016-Leo-Mens-M,901,8,0.58%,0.45%,"1,254",15,0.63%,0.63%,11.89%,16.67%,3,0,0.33%,0.00%,$59.85,$0.00,3,0
B07GVNHQ3P,B07GVN6BY9,Mad Engine Ghostbusters Adult Costume Zip up Jumpsuit with 4 Interchangeable Patches (X-Large),Ghostbusters-GBXX1A-FBA-XL,25,0,0.02%,0.00%,55,0,0.03%,0.00%,98.15%,0.00%,4,0,16.00%,0.00%,$231.80,$0.00,3,0
B07YQBVBTD,B07GWW8JP8,SNL Da Bears Chicago Adult Vest Sweater Navy,snlbearsVESTsweater-XL,21,0,0.01%,0.00%,23,0,0.01%,0.00%,76.19%,0.00%,3,0,14.29%,0.00%,$179.97,$0.00,3,0
B07HHJ1RQR,B07HHJ5Y1Z,Wu Tang Clan Logo Yellow and Black Lounge Pants (Adult X-Large),WuTangLoungePants-LN0010-52-XL,18,0,0.01%,0.00%,20,0,0.01%,0.00%,88.89%,0.00%,4,0,22.22%,0.00%,$99.80,$0.00,3,0
B07HKH66TH,B07HKSCRQJ,National Lampoon's Griswold Family Christmas Vacation Fair isle Lounge Pants (Adult Medium),CVGriswoldLoungePants-WR0319-52-M,22,0,0.01%,0.00%,23,0,0.01%,0.00%,95.45%,0.00%,3,0,13.64%,0.00%,$77.85,$0.00,3,0
B076HGNJX8,B07JD2L3M6,Briefly Stated A Christmas Story Bunny Union Suit Pajama Costume (Adult XX-Large) Pink,CY034-ChristmasStoryUnionSuit-XXL,53,0,0.03%,0.00%,69,0,0.03%,0.00%,91.80%,0.00%,3,0,5.66%,0.00%,$203.85,$0.00,3,0
B07W9576ZF,B07W81WF8C,Chotchkies Women's Halloween Cosplay Costume Set (Medium),204087-ChotchkiesCostumeSet-M,10,0,0.01%,0.00%,12,0,0.01%,0.00%,54.55%,0.00%,3,0,30.00%,0.00%,$119.85,$0.00,3,0
B07VT77F4W,B07WDYN64G,Adult Cowboy Sheriff Woody Deluxe Costume Boots,100584-SheriffBoots-12/13,98,2,0.06%,0.11%,119,3,0.06%,0.13%,98.31%,66.67%,3,0,3.06%,0.00%,$203.85,$0.00,3,0
B07WSQJPWK,B07WSR6QRD,Train Conductor Engineer Child Deluxe Halloween Costume Set (2/3),220714-TrainEngineerChildCostume-2/3,18,0,0.01%,0.00%,22,0,0.01%,0.00%,90.00%,0.00%,3,0,16.67%,0.00%,$101.85,$0.00,3,0
B07WW21L8L,B07WW21L8L,Halloween Costume Cosplay Bottom Half Semi Rimless Rize Kamishiro Glasses,100589-BottomHalfSemiRimlessGlasses,64,0,0.04%,0.00%,95,0,0.05%,0.00%,100.00%,0.00%,3,0,4.69%,0.00%,$44.85,$0.00,3,0
B07XMFPZL7,B07XJ82Q5W,Celtic Knot Wedding Ring Outlander Stainless Steel Prop Accessory (Size 6.5) Grey,CelticRing-6.5,5,1,0.00%,0.06%,5,1,0.00%,0.04%,75.00%,0.00%,3,0,60.00%,0.00%,$68.85,$0.00,3,0
B07XMFPZL7,B07XKD6954,Celtic Knot Wedding Ring Outlander Stainless Steel Prop Accessory (Size 7.5),CelticRing-7.5,8,0,0.01%,0.00%,12,0,0.01%,0.00%,91.67%,0.00%,3,0,37.50%,0.00%,$68.85,$0.00,3,0
B07XMFPZL7,B07XKDV4C9,Celtic Knot Wedding Ring Outlander Stainless Steel Prop Accessory (Size 8),CelticRing-8,7,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,3,0,42.86%,0.00%,$68.85,$0.00,3,0
B07YGTK3FZ,B07YGRLL17,Underboss Rick and Morty Adult Dimension Portal T-Shirt and Lounge Pants Pajama Set Multicoloured,RM0314-TShirtPantsPajamaSet-M,36,1,0.02%,0.06%,44,1,0.02%,0.04%,95.35%,100.00%,3,0,8.33%,0.00%,$89.97,$0.00,3,0
B083QQY4X4,B083QQ3LQ3,Costume Agent 90's Modern Life Button Down Shirt Blue,204089-ModernLife-XXL,144,0,0.09%,0.00%,178,0,0.09%,0.00%,97.69%,0.00%,3,0,2.08%,0.00%,$101.85,$0.00,3,0
