(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B01LBRL76Q,B01LBRLGPS,Caribbean Pirate Black Costume Boots (Medium 10-11),100576BLACK-M,222,2,0.26%,0.20%,259,2,0.23%,0.15%,98.70%,50.00%,17,1,7.66%,50.00%,"$1,290.39",$75.19,17,1
B09J1H1SWW,B09J1H1SWW,Mad Engine Simpsons Character All Over Backpack One Size Multicolor,99MUL-SimpsonsBackpack,288,0,0.33%,0.00%,414,0,0.37%,0.00%,97.83%,0.00%,17,0,5.90%,0.00%,$832.15,$0.00,17,0
B0BPV8H5PW,B0BPTR7ZF9,Costume Agent Spider Purple Pink Superhero Ghost Pajama Zip Up Jumpsuit with Hood (5/6),220965-GhostSpiderOnesie-5-6,320,3,0.37%,0.31%,391,3,0.35%,0.23%,96.84%,50.00%,17,0,5.31%,0.00%,$560.15,$0.00,17,0
B07CRL3XFJ,B000HQ6Q3C,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: Large",hulk003-L,126,0,0.15%,0.00%,149,0,0.13%,0.00%,97.32%,0.00%,16,0,12.70%,0.00%,$383.20,$0.00,16,0
B07C5D48QB,B015L2QT56,Macho Man Star Printed Costume Bandana (Red),machomanbandana-Red,81,1,0.09%,0.10%,120,1,0.11%,0.08%,96.64%,100.00%,16,0,19.75%,0.00%,$207.20,$0.00,16,0
B01LBRL76Q,B01LBRLB2G,Caribbean Pirate Black Costume Boots (Large 12-13),100576BLACK-L,206,3,0.24%,0.31%,275,7,0.24%,0.53%,96.71%,100.00%,16,2,7.77%,66.67%,"$1,213.68",$150.38,16,2
B014Q6VNV8,B014Q6VNV8,Ripple Junction Caddyshack Movie Carl Spackler Character Camo Golf Bucket Hat,caddyshackhat003,177,5,0.20%,0.51%,226,8,0.20%,0.61%,98.23%,100.00%,16,0,9.04%,0.00%,$287.20,$0.00,15,0
B01LBRL76Q,B01LBRLA6S,Caribbean Pirate Brown Costume Boots (Large 12-13),100576BROWN-L,123,2,0.14%,0.20%,155,4,0.14%,0.30%,96.85%,25.00%,15,0,12.20%,0.00%,"$1,139.25",$0.00,15,0
B07BMD7NCZ,B07BMD7NCZ,Michael's Secret Stuff Office TV Show Halloween Cosplay Costume Prop Accessory,SecretStuffWaterBottle,602,8,0.69%,0.82%,737,11,0.65%,0.83%,97.29%,100.00%,20,1,3.32%,12.50%,$378.81,$18.76,15,1
B001OV92PS,B001OV92PS,Adult Unisex MASH TV Show Medi-Vac Logo Olive Green Adjustable Baseball Hat,mashhat002,81,1,0.09%,0.10%,120,1,0.11%,0.08%,84.17%,100.00%,15,0,18.52%,0.00%,$335.25,$0.00,14,0
B07BTW25WY,B0039VQGT6,Costume Agent Big Trouble Little China Fu Manchu White Men's Tank Top (X-Large),btlc004-XL,67,0,0.08%,0.00%,82,0,0.07%,0.00%,92.00%,0.00%,14,0,20.90%,0.00%,$321.30,$0.00,14,0
B09542LZPC,B00FBPL6CK,"Ripple Junction Average Joes Dodgeball Costume 2 Pcs - Adult Yellow Jersey from Dodgeball Movie | Halloween Costume for Men & Women | Cosplay, Roleplay, Comic Con & Halloween Sports Costume",dodgeball003-L,150,3,0.17%,0.31%,198,5,0.18%,0.38%,97.86%,100.00%,15,0,10.00%,0.00%,$674.85,$0.00,14,0
B00XLQUJ06,B00XLQUJ06,TMNT Teenage Mutant Ninja Turtles Multi Character Snack Container,tmntsnack001,562,13,0.65%,1.33%,716,14,0.64%,1.06%,98.04%,92.86%,14,0,2.49%,0.00%,$97.30,$0.00,14,0
B09BRTSWCD,B09BRTSWCD,"Changes Yellowstone Dutton Ranch Y Logo Established 1886 Kevin stner Belt Buckle 66-57, Silver",6695057-yellowstoneBeltBuckle,159,1,0.18%,0.10%,218,1,0.19%,0.08%,90.37%,100.00%,15,0,9.43%,0.00%,$359.25,$0.00,14,0
B012EEA55Y,B012EEENJS,German Alpine Bavarian Oktoberfest Grey Costume Hat with Feather (Grey),germanhat001-grey,65,0,0.07%,0.00%,103,0,0.09%,0.00%,91.92%,0.00%,19,0,29.23%,0.00%,$208.05,$0.00,13,0
B07XLVBQM4,B07XLVBQM4,The Queen of Music Studded Belt and Armband Adult Halloween Costume Accessory Cosplay,100980-TheQueenMusicBeltArmband,114,3,0.13%,0.31%,168,11,0.15%,0.83%,91.67%,90.91%,13,1,11.40%,33.33%,$389.05,$29.65,13,1
B07CMXY86F,B0046BL756,Superhero Costume Felt Eye Masks Assorted Colors (Blue),tmntmasks-Blue,234,4,0.27%,0.41%,291,5,0.26%,0.38%,93.99%,100.00%,13,0,5.56%,0.00%,$51.35,$0.00,12,0
B009AWAOQ4,B009AWAOQ4,SOA Sons of Anarchy Reaper Crew Fitted Baseball Cap Hat (Adult Small/Medium) Black,soahat005-S/M,431,1,0.50%,0.10%,621,1,0.55%,0.08%,96.78%,100.00%,12,0,2.78%,0.00%,$239.40,$0.00,12,0
B09542LZPC,B00FBPL5K8,"Ripple Junction Average Joes Dodgeball Costume 2 Pcs - Adult Yellow Jersey from Dodgeball Movie | Halloween Costume for Men & Women | Cosplay, Roleplay, Comic Con & Halloween Sports Costume",dodgeball003-M,89,2,0.10%,0.20%,108,3,0.10%,0.23%,96.08%,100.00%,14,4,15.73%,200.00%,$626.74,$176.84,12,2
B01LBRL76Q,B01LBRLC0W,Caribbean Pirate Brown Costume Boots (Medium 10-11),100576BROWN-M,317,1,0.37%,0.10%,424,1,0.38%,0.08%,98.59%,100.00%,12,0,3.79%,0.00%,$911.40,$0.00,12,0
B01LBRL76Q,B01LBRLFSQ,Caribbean Pirate Black Costume Boots (Small 8-9),100576BLACK-S,407,6,0.47%,0.61%,516,6,0.46%,0.45%,99.14%,100.00%,12,0,2.95%,0.00%,$911.40,$0.00,12,0
B07RJYX1Y6,B07RJYX1Y6,"Concept One Disney's Pixar Up Wilderness Explorer Cotton Adjustable Baseball Hat with Curved Brim, Yellow, One Size",EMUP2001TV-UpHat,417,1,0.48%,0.10%,568,1,0.50%,0.08%,28.70%,0.00%,12,0,2.88%,0.00%,$255.40,$0.00,12,0
B075LLWNXF,B003VVH2GK,Plumtree Scott Pilgrim Band Logo Gold T-Shirt Tee (Medium),plumtree001-M,114,0,0.13%,0.00%,144,0,0.13%,0.00%,96.80%,0.00%,11,0,9.65%,0.00%,$274.45,$0.00,11,0
B0041E5DF8,B0041E5DF8,The Hangover Alan Man Purse Satchel Bag,hangoversatchel,189,0,0.22%,0.00%,250,0,0.22%,0.00%,98.00%,0.00%,12,0,6.35%,0.00%,$479.88,$0.00,11,0
B07YNZVV7G,B07YNZVV7G,Costume Agent Adult Unisex Bret Hitman Hart Wrestler Replica Wrap Around Halloween Sunglasses,BretHitmanSunglasses,324,1,0.37%,0.10%,410,1,0.36%,0.08%,96.10%,100.00%,11,0,3.40%,0.00%,$252.45,$0.00,11,0
B09FJ3J485,B09FJ2Y36Z,Crew Mate Astronaut Among Space Halloween Costume Inflatable Chub Suit,220859-CrewMate-Red-STD,828,1,0.95%,0.10%,"1,107",1,0.98%,0.08%,95.67%,100.00%,11,0,1.33%,0.00%,$263.45,$0.00,11,0
B0044M7KWQ,B0044M7KWQ,The Hangover Alan Movie Costume Sunglasses Glasses Replica,hangoverglasses,117,1,0.13%,0.10%,165,1,0.15%,0.08%,97.58%,100.00%,11,0,9.40%,0.00%,$186.89,$0.00,10,0
B07CMXY86F,B0046BEKLE,Superhero Costume Felt Eye Masks Assorted Colors (Purple),tmntmasks-Purple,111,4,0.13%,0.41%,143,7,0.13%,0.53%,99.27%,100.00%,11,0,9.91%,0.00%,$43.45,$0.00,10,0
B00K34OI06,B00K34OI06,Progressive Flo Costume Set Standard White,flocostume001,507,7,0.58%,0.72%,621,7,0.55%,0.53%,97.26%,100.00%,10,0,1.97%,0.00%,$449.50,$0.00,10,0
B08LQMJN5L,B08LQMBGYK,"Power Rangers Pink Costume T-Shirt(Pink,Large)",PowerRangers-Pink-SLShirt-L,135,5,0.16%,0.51%,170,7,0.15%,0.53%,57.14%,75.00%,10,1,7.41%,20.00%,$199.30,$19.75,10,1
B09BXCJ37S,B09BXCJ37S,"Costume Agent Russell Cosplay UP Deluxe Halloween Costume For Men’s & Women’s | Complete Set with Hat, Hanker-chief, Sash & Flag - Perfect For Cosplays Events, Halloween & Themed Parties.",220839-SashFlag,296,2,0.34%,0.20%,393,3,0.35%,0.23%,95.42%,100.00%,10,0,3.38%,0.00%,$679.50,$0.00,10,0
B0BBHDTHX5,B0BBHWN6VD,Ninja Super Hero Turtle Eye Mask Halloween Costume Cosplay (Purple),103013-TmntEyeMask-Purple,159,3,0.18%,0.31%,209,3,0.19%,0.23%,99.04%,100.00%,10,0,6.29%,0.00%,$59.50,$0.00,10,0
B0BGMZRRYL,B0BGMZRRYL,Hangover Baby Carlos Doll Carrier and Glasses Halloween Costume Cosplay Accessory Multicolor,103015-BabyCarlosDollGlasses,153,2,0.18%,0.20%,196,2,0.17%,0.15%,92.35%,50.00%,10,0,6.54%,0.00%,$339.50,$0.00,10,0
B07BTW25WY,B0039VWOLA,Costume Agent Big Trouble Little China Fu Manchu White Men's Tank Top (Large),btlc004-L,90,0,0.10%,0.00%,119,0,0.11%,0.00%,96.49%,0.00%,9,0,10.00%,0.00%,$206.55,$0.00,9,0
B0046Q4VJA,B0046Q4VJA,Red Wrestling Kilt Skirt,piperskirt,134,3,0.15%,0.31%,165,5,0.15%,0.38%,96.97%,100.00%,9,0,6.72%,0.00%,$188.55,$0.00,9,0
B07CKXLQW7,B01JGYNHFK,"COSTUME AGENT Big Lebowski Costume Pajama - Sweater Pajama Pants from The Dude Costume Big Lebowski | Men Pajama for Halloween Costume, Cosplay, Comic Con, Everyday Use &amp; Themed Birthday Party",biglpants001-XL,66,1,0.08%,0.10%,82,1,0.07%,0.08%,100.00%,100.00%,9,0,13.64%,0.00%,$305.55,$0.00,9,0
B01LBRL76Q,B01LBRLEX2,Caribbean Pirate Black Costume Boots (X-Large 14),100576BLACK-XL,125,7,0.14%,0.72%,149,7,0.13%,0.53%,95.42%,100.00%,11,3,8.80%,42.86%,$833.17,$225.57,9,2
B01M0USEIQ,B01M0USEIQ,Wayne's World Blow Up Guitar Music Costume Prop,blowupguitar,139,6,0.16%,0.61%,186,8,0.17%,0.61%,96.77%,62.50%,9,0,6.47%,0.00%,$152.55,$0.00,9,0
B09JL8BRXY,B09JL7MJD5,"American Marketing Ent Bluey Ready for Adventure Boys Halloween Costume Pajamas Cosplay (6), Blue",QF009BBSTV-BlueyPajamas-6,178,1,0.21%,0.10%,239,1,0.21%,0.08%,93.12%,100.00%,9,0,5.06%,0.00%,$269.55,$0.00,9,0
B09JL8BRXY,B09JL84BJ1,American Marketing Ent Bluey Ready for Adventure Boys Halloween Costume Pajamas Cosplay (3T),QF009BBSTV-BlueyPajamas-3T,419,1,0.48%,0.10%,482,1,0.43%,0.08%,97.86%,100.00%,9,0,2.15%,0.00%,$251.55,$0.00,9,0
B09JL8BRXY,B09JLB2BXK,American Marketing Ent Bluey Ready for Adventure Boys Halloween Costume Pajamas Cosplay (4) Blue,QF009BBSTV-BlueyPajamas-4,422,3,0.49%,0.31%,493,3,0.44%,0.23%,97.49%,100.00%,9,0,2.13%,0.00%,$251.55,$0.00,9,0
B0BPV8H5PW,B0BPTLD8CX,Costume Agent Spider Purple Pink Superhero Ghost Pajama Zip Up Jumpsuit with Hood (7/8),220965-GhostSpiderOnesie-7-8,112,0,0.13%,0.00%,140,0,0.12%,0.00%,96.24%,0.00%,9,0,8.04%,0.00%,$296.55,$0.00,9,0
B07CBSCYDF,B000YY2NFM,Peanuts Charlie Brown Costume T-Shirt,Peanuts001-L,73,1,0.08%,0.10%,92,2,0.08%,0.15%,95.35%,100.00%,8,0,10.96%,0.00%,$175.60,$0.00,8,0
B009KMCL6K,B005EHIUP6,Futurama Faded Planet Express Black T-Shirt (M),Futurama003-M,105,2,0.12%,0.20%,134,2,0.12%,0.15%,97.67%,100.00%,8,0,7.62%,0.00%,$168.60,$0.00,8,0
B009KMCL6K,B005EHIUWE,"T-Shirt - Futurama - Planet Express, Black, X-Large",Futurama003-XL,59,1,0.07%,0.10%,71,1,0.06%,0.08%,95.16%,100.00%,8,1,13.56%,100.00%,$168.37,$22.72,8,1
B07CKFHYJT,B00BJQKHJI,Step Brothers Pablo Cruise Adult Gray and Maroon Raglan T-Shirt (Adult XX-Large),stepbros010-XXL,80,0,0.09%,0.00%,92,0,0.08%,0.00%,100.00%,0.00%,8,0,10.00%,0.00%,$199.60,$0.00,8,0
B07CKXLQW7,B01JGYNNYU,"COSTUME AGENT Big Lebowski Costume Pajama - Sweater Pajama Pants from The Dude Costume Big Lebowski | Men Pajama for Halloween Costume, Cosplay, Comic Con, Everyday Use &amp; Themed Birthday Party",biglpants001-L,111,1,0.13%,0.10%,146,2,0.13%,0.15%,97.12%,100.00%,8,0,7.21%,0.00%,$271.60,$0.00,8,0
B01JSH2B0C,B01JSFMZF0,Suicide Squad Harley Quinn Daddy's Little Monster Women's Top with Rips (X-Large) White/Red,suicidesquad003-XL,315,4,0.36%,0.41%,460,9,0.41%,0.68%,95.97%,100.00%,8,0,2.54%,0.00%,$223.60,$0.00,8,0
B07BTFD7NQ,B07BTFD7NQ,Hulk Hogan Hulkamania Red Feather Boa,redboa001N,60,0,0.07%,0.00%,70,0,0.06%,0.00%,100.00%,0.00%,8,0,13.33%,0.00%,$79.92,$0.00,8,0
B07FDL126R,B07FDL126R,Retro 80s Aerobics Instructor Deluxe Wig and Headband Costume Set,RetroWigHeadband-1191,109,2,0.13%,0.20%,160,3,0.14%,0.23%,96.25%,100.00%,8,1,7.34%,50.00%,$207.34,$25.69,8,1
B07HPD9V7Q,B07HPD9V7Q,Unisex Ultimate Warrior Wrestler Halloween Cosplay Costume Wristband & Armbands,ultimatewarriorbandSet,97,1,0.11%,0.10%,118,1,0.10%,0.08%,97.46%,100.00%,8,0,8.25%,0.00%,$119.60,$0.00,8,0
B0887M6B4H,B0887NK9KK,Hollywood Champion Adult White T-Shirt,3001-White-ChampionShirt-XL,22,0,0.03%,0.00%,25,0,0.02%,0.00%,85.71%,0.00%,8,0,36.36%,0.00%,$183.60,$0.00,8,0
B0887M6B4H,B0887TD8ZM,Hollywood Champion Adult White T-Shirt,3001-White-ChampionShirt-L,55,0,0.06%,0.00%,67,0,0.06%,0.00%,93.85%,0.00%,8,0,14.55%,0.00%,$183.60,$0.00,8,0
B09HWLGYZC,B09HW99L3M,Golf Rainbow Cardigan Sweater Caddy Halloween Costume Cosplay,204092-RainbowCardigan-L,19,0,0.02%,0.00%,37,0,0.03%,0.00%,96.88%,0.00%,8,0,42.11%,0.00%,$431.60,$0.00,8,0
B0BF6PFKLT,B0BF6PFKLT,Ghost Ghoul Hunter Gloves and Belt Set Buster Halloween Costume,220941-GhostbustersGlovesBeltSet,171,1,0.20%,0.10%,246,1,0.22%,0.08%,95.12%,100.00%,8,0,4.68%,0.00%,$279.60,$0.00,8,0
B07CSCKQPZ,B000BBABA2,"Sanford and Son ""Buy and Sell Junk"" T-shirt Grey",sanford064-XL,44,0,0.05%,0.00%,48,0,0.04%,0.00%,95.35%,0.00%,7,0,15.91%,0.00%,$132.65,$0.00,7,0
B000H6PAGG,B000H6PAGG,X-Men Z69 BELT BUCKLE,RO-ARWZ-IIN8,145,2,0.17%,0.20%,203,2,0.18%,0.15%,95.57%,100.00%,8,0,5.52%,0.00%,$159.60,$0.00,7,0
B07CRL3XFJ,B000HQ6Q28,"Hulk Hogan ""Hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: Medium",hulk003-M,62,0,0.07%,0.00%,80,0,0.07%,0.00%,90.79%,0.00%,7,0,11.29%,0.00%,$167.65,$0.00,7,0
B07CRL3XFJ,B000HQ6Q4Q,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: XX-Large",hulk003-XXL,61,0,0.07%,0.00%,70,0,0.06%,0.00%,98.48%,0.00%,7,0,11.48%,0.00%,$174.65,$0.00,7,0
B07CRL3XFJ,B000HQAXJK,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: X-Large",hulk003-XL,74,0,0.09%,0.00%,98,0,0.09%,0.00%,97.92%,0.00%,7,0,9.46%,0.00%,$167.65,$0.00,7,0
B07CBSCYDF,B000YY4LIY,Peanuts Charlie Brown Costume T-Shirt (Adult X-Large),Peanuts001-XL,49,2,0.06%,0.20%,59,2,0.05%,0.15%,100.00%,0.00%,7,0,14.29%,0.00%,$153.65,$0.00,7,0
B00KBB18IG,B001L6FYWG,The Simpsons Duff Beer Mens Red Adjustable Snap Back Hat,simpsonsduffhat,235,3,0.27%,0.31%,284,3,0.25%,0.23%,97.89%,100.00%,7,0,2.98%,0.00%,$164.50,$0.00,7,0
B002EAURCK,B002EAURCK,House M.D. Oversized Tennis Ball,houseball,92,2,0.11%,0.20%,131,2,0.12%,0.15%,66.41%,100.00%,7,0,7.61%,0.00%,$139.65,$0.00,7,0
B07CKW1C13,B002M3WNV2,"The Hangover Alan Human Tree Dark Khaki Adult Costume T-Shirt Tee, Large",junk187-L,188,4,0.22%,0.41%,236,5,0.21%,0.38%,35.22%,60.00%,7,0,3.72%,0.00%,$174.65,$0.00,7,0
B07BTW25WY,B0039VUMJG,Costume Agent Big Trouble Little China Fu Manchu White Men's Tank Top (Medium),btlc004-M,149,3,0.17%,0.31%,188,4,0.17%,0.30%,97.83%,100.00%,7,0,4.70%,0.00%,$160.65,$0.00,7,0
B003SXGN7K,B003SXGN7K,Community Troy and Abed Mug,communitymug,99,2,0.11%,0.20%,135,3,0.12%,0.23%,90.37%,100.00%,7,0,7.07%,0.00%,$139.65,$0.00,7,0
B008YOLRDS,B008YOLRDS,Serenity Firefly Jayne Ear Flap Knit Adult Hat Beanie,serenityhat001,174,3,0.20%,0.31%,213,4,0.19%,0.30%,96.71%,100.00%,7,0,4.02%,0.00%,$153.65,$0.00,7,0
B07BV15X7N,B00FZ3LPUQ,Power Rangers Pink Baby Ranger Costume Romper Onesie (0-6 Months),powerrangers018pink-0/6,48,0,0.06%,0.00%,65,0,0.06%,0.00%,100.00%,0.00%,8,0,16.67%,0.00%,$159.60,$0.00,7,0
B09RQ4KQPB,B00OPISZQE,RIC Flair Nature Boy Costume Robe and Wig Yellow,ricflare001-yellow,209,3,0.24%,0.31%,293,5,0.26%,0.38%,96.25%,100.00%,7,0,3.35%,0.00%,$314.65,$0.00,7,0
B07C2P6CHX,B01JGPD3MG,Metallica Logo Blue T-Shirt (Adult Medium),metallica003-M,71,1,0.08%,0.10%,89,1,0.08%,0.08%,97.56%,100.00%,7,0,9.86%,0.00%,$167.65,$0.00,7,0
B01LBRL76Q,B01LBRLDX8,Caribbean Pirate Brown Costume Boots (X-Large 14),100576BROWN-XL,137,2,0.16%,0.20%,163,2,0.14%,0.15%,99.33%,100.00%,7,0,5.11%,0.00%,$531.65,$0.00,7,0
B07FK33CZ5,B07FK2LT7J,NWO New World Order Red Ink Adult Black T-Shirt (X-Large),nwo003-XL,59,1,0.07%,0.10%,75,1,0.07%,0.08%,97.22%,100.00%,7,0,11.86%,0.00%,$153.65,$0.00,7,0
B08JZGFKGH,B07GJXT48C,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Raphael,XXL)",tmnt016-Raph-Mens-2XL,245,4,0.28%,0.41%,306,4,0.27%,0.30%,46.62%,25.00%,7,0,2.86%,0.00%,$139.65,$0.00,7,0
B07H4Y8HRF,B07H4Y8HRF,Jughead Jones Adult Costume Cosplay Beanie Hat Brown,RiverdaleHat001,74,0,0.09%,0.00%,97,0,0.09%,0.00%,90.72%,0.00%,8,0,10.81%,0.00%,$127.60,$0.00,7,0
B07YZV1VQF,B07YZV1VQF,Unisex Macho Man Professional Wrestler Bandana Halloween Cosplay Costume Accessory,101001-MachoManBandana,42,1,0.05%,0.10%,51,1,0.05%,0.08%,98.04%,100.00%,7,0,16.67%,0.00%,$83.65,$0.00,7,0
B09KS5M1P8,B0934326MZ,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, s, Regular, Donatello)",TMNTShirt-Youth-Donatello-S,74,0,0.09%,0.00%,104,0,0.09%,0.00%,92.39%,0.00%,7,0,9.46%,0.00%,$139.65,$0.00,7,0
B09DXKDKB8,B09DXKZTQM,"Power Rangers Mighty Morphin Pink Boys Youth Armor Costume T-Shirt(XS, Pink)",PRangersShirtYouth-Pink-XS,85,2,0.10%,0.20%,100,2,0.09%,0.15%,98.11%,100.00%,7,0,8.24%,0.00%,$139.65,$0.00,7,0
B00MEDQ1XQ,B09GL5NX9P,"Costume Agent A League of Their Own Costume 3 Pcs - Rockford Peaches Costume AAGPBL with Red Hat & Belt | Baseball Dress for Comic Con, Cosplay, Themed Birthday Party & Halloween Costumes for Women",leagueoftheirowncostume-FBA-L/XL,276,7,0.32%,0.72%,354,8,0.31%,0.61%,97.67%,85.71%,8,0,2.90%,0.00%,$471.92,$0.00,7,0
B0B72DPVB2,B0B72DPVB2,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, s, Regular, Michelangelo)",TMNTShirt-Youth-Mike-S,37,0,0.04%,0.00%,50,0,0.04%,0.00%,84.00%,0.00%,7,0,18.92%,0.00%,$139.65,$0.00,7,0
B09KS5M1P8,B0BG67GSDX,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, m, Regular, Raphael)",TMNTShirt-Youth-Raphael-M,32,0,0.04%,0.00%,48,0,0.04%,0.00%,87.50%,0.00%,7,0,21.88%,0.00%,$139.65,$0.00,7,0
B0BGQK9RPM,B0BGQK9RPM,Space Balls Barf Halloween Costume Accessory Wig,1258-SpaceBallsBarfWig,35,0,0.04%,0.00%,50,0,0.04%,0.00%,98.00%,0.00%,7,0,20.00%,0.00%,$174.65,$0.00,7,0
B0BGQLJVDB,B0BGQPD86B,"Christmas Green Monster Furry Jumpsuit Shoes Gloves and Mask Halloween Costume Cosplay (Green Monster Standard Mask, L/XL)",GreenMonsterSuit-Mask1-L-XL,109,1,0.13%,0.10%,152,1,0.14%,0.08%,94.67%,100.00%,7,0,6.42%,0.00%,$359.70,$0.00,7,0
B07CG7FJWP,B000BTD78W,"Sanford and Son ""5 across yo lip"" T-shirt Black,XX-Large,Black",sanford068-XXL,24,0,0.03%,0.00%,37,0,0.03%,0.00%,97.22%,0.00%,6,0,25.00%,0.00%,$119.70,$0.00,6,0
B07CRL3XFJ,B000HQAXEA,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: Small",hulk003-S,140,3,0.16%,0.31%,174,4,0.15%,0.30%,95.98%,100.00%,7,0,5.00%,0.00%,$174.65,$0.00,6,0
B001GMZ3K8,B001GMZ3K8,BATMAN The Dark Knight Harvey Dent Two Face Coin 2-face,batmancoin,116,0,0.13%,0.00%,147,0,0.13%,0.00%,95.92%,0.00%,6,0,5.17%,0.00%,$59.70,$0.00,6,0
B07C6DR6BY,B002X5SU9I,Jack Daniel's Whiskey Old No. 7 Tenessee Label Adult Black T-Shirt (XX-Large),JackDaniels001-MensShirt-XXL,34,0,0.04%,0.00%,42,0,0.04%,0.00%,94.59%,0.00%,6,0,17.65%,0.00%,$137.70,$0.00,6,0
