(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B000RL65EC,B000RL4NTG,Greatest American Hero Adult Unisex Ralph Hinckley Cosplay Costume T-Shirt Red,greatest002-L,19,0,0.02%,0.00%,22,0,0.02%,0.00%,100.00%,0.00%,2,0,10.53%,0.00%,$43.90,$0.00,2,0
B000RL65EC,B000RL65F6,Greatest American Hero Adult Unisex Ralph Hinckley Cosplay Costume T-Shirt Red,greatest002-M,19,0,0.02%,0.00%,28,0,0.02%,0.00%,80.77%,0.00%,2,0,10.53%,0.00%,$43.90,$0.00,2,0
B07CK2PKNL,B000T6PSA2,The Simpsons Duff Beer Red T-Shirt,simp001-XL,7,0,0.01%,0.00%,7,0,0.01%,0.00%,83.33%,0.00%,2,0,28.57%,0.00%,$37.90,$0.00,2,0
B07CNFDXFQ,B000WNJD7G,The Warriors Furies Pinstriped Baseball Jersey Costume (Mens XX-Large),Warriors001-XXL,51,0,0.06%,0.00%,62,0,0.06%,0.00%,100.00%,0.00%,2,0,3.92%,0.00%,$79.98,$0.00,2,0
B07CBQCBJD,B000WPNN6G,Napoleon Dynamite Wig and Glasses Kit,pedroaccessorykit,93,3,0.11%,0.31%,111,3,0.10%,0.23%,93.69%,100.00%,2,0,2.15%,0.00%,$47.90,$0.00,2,0
B07CBSCYDF,B000YY6HV8,Peanuts Charlie Brown Costume T-Shirt,Peanuts001-M,52,2,0.06%,0.20%,68,2,0.06%,0.15%,96.88%,100.00%,2,0,3.85%,0.00%,$43.90,$0.00,2,0
B0011457CA,B0011457CA,Interchangeable Placard The Office TV Show Dundie Award Gag Gift Accessory,officedundie,168,1,0.19%,0.10%,208,1,0.18%,0.08%,85.10%,100.00%,2,0,1.19%,0.00%,$45.90,$0.00,2,0
B07C4TCVBR,B0012O6H2S,SNL Saturday Night Live Christopher Walken More Cowbell Black T-Shirt (XXL),SNL011-XXL,12,0,0.01%,0.00%,14,0,0.01%,0.00%,78.57%,0.00%,2,0,16.67%,0.00%,$39.90,$0.00,2,0
B07CJZ8BVT,B0017Z1D26,The X Files The Truth is Out There Black Mens T-Shirt Tee,XFiles001-XL,18,0,0.02%,0.00%,23,0,0.02%,0.00%,80.95%,0.00%,2,0,11.11%,0.00%,$39.90,$0.00,2,0
B07CJZ8BVT,B0017Z52SC,The X Files The Truth is Out There Black Mens T-Shirt Tee,XFiles001-XXL,24,1,0.03%,0.10%,30,1,0.03%,0.08%,89.66%,100.00%,2,0,8.33%,0.00%,$39.90,$0.00,2,0
B07BKZ6RS2,B001GAMK7E,Saturday Night Live SNL More Cowbell Costume Shirt with BellSNL More Cowbell Costume Shirt with Bell (Adult Large) Brown,cowbellshirt-L,17,0,0.02%,0.00%,22,0,0.02%,0.00%,95.24%,0.00%,2,0,11.76%,0.00%,$79.90,$0.00,2,0
B001K3C09U,B001K3C09U,Napoleon Dynamite Costume Moon Boots One Size,napoleondynamite003-FBA,114,1,0.13%,0.10%,135,1,0.12%,0.08%,89.63%,100.00%,2,0,1.75%,0.00%,$43.90,$0.00,2,0
B07CCB15N8,B001KW4NDM, ,Juno001-L,36,1,0.04%,0.10%,48,2,0.04%,0.15%,97.92%,100.00%,2,0,5.56%,0.00%,$39.90,$0.00,2,0
B07CCB15N8,B001KW6I94, ,Juno001-XL,20,0,0.02%,0.00%,26,0,0.02%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,$35.90,$0.00,2,0
B07D1Z7CTQ,B001OLZIV0,Led Zeppelin 1977 American Tour Black Mens T-Shirt Tee,ledzeppelin002-XXL,19,0,0.02%,0.00%,22,0,0.02%,0.00%,100.00%,0.00%,2,0,10.53%,0.00%,$43.90,$0.00,2,0
B07BS4HVHV,B001PKZMRA,Napoleon Dynamite Adult Vote For Pedro T-Shirt and Accessory Kit (XX-Large),napoleonaccesssory-XXL,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,2,0,200.00%,0.00%,$79.90,$0.00,2,0
B07CQYL3Y2,B001PKZWW0,"Napoleon Dynamite Complete Costume Kit: Adult Vote For Pedro T-Shirt, Accessory Kit and Moon Boots (X-Large)",napoleonaccesssoryboots-FBA-XL,10,0,0.01%,0.00%,10,0,0.01%,0.00%,100.00%,0.00%,2,0,20.00%,0.00%,$55.95,$0.00,2,0
B07CQYL3Y2,B001PKZWX4,"Napoleon Dynamite Complete Costume Kit: Adult Vote For Pedro T-Shirt, Accessory Kit and Moon Boots (Large)",napoleonaccesssoryboots-L,8,0,0.01%,0.00%,10,0,0.01%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,$99.90,$0.00,2,0
B002717ROC,B00271BA1I,Amusement Park Games Games Games Light Blue T-shirt Tee (Medium),adventure001-M,10,0,0.01%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,2,0,20.00%,0.00%,$39.90,$0.00,2,0
B00275IHS8,B00275IHS8,Flint Tropics Semi Pro Jackie Moon Basketball Uniform Costume,flinttropicscostume,243,4,0.28%,0.41%,291,4,0.26%,0.30%,96.56%,100.00%,3,0,1.23%,0.00%,$194.97,$0.00,2,0
B002MQN1G0,B002MQTZ38,Seinfeld Cosmo Kramer Lobster Button-Up White Shirt,sein023-XL,26,0,0.03%,0.00%,32,0,0.03%,0.00%,93.33%,0.00%,2,0,7.69%,0.00%,$99.90,$0.00,2,0
B002PINI86,B002PINI86,Kenny Powers Eastbound & Down Costume Wig Black,kennywig,92,0,0.11%,0.00%,112,0,0.10%,0.00%,94.64%,0.00%,2,0,2.17%,0.00%,$31.90,$0.00,2,0
B072SCMW48,B002SBCHXC,"Rowdy Roddy Piper Hot Rod Wrestling White Adult T-shirt Tee, Medium",roddypiper001-M,28,1,0.03%,0.10%,29,1,0.03%,0.08%,96.30%,100.00%,2,1,7.14%,100.00%,$43.68,$21.73,2,1
B072SCMW48,B002SBGIR8,"Rowdy Roddy Piper Hot Rod Wrestling White Adult T-shirt Tee, 2XL",roddypiper001-XXL,25,0,0.03%,0.00%,30,0,0.03%,0.00%,92.86%,0.00%,2,0,8.00%,0.00%,$43.90,$0.00,2,0
B0030ZRE3S,B002TZDTKW,"It's Always Sunny in Philadelphia Paddy's Irish Pub Men's T-Shirt,(Green/Large)",stpatricks009-L,29,0,0.03%,0.00%,37,0,0.03%,0.00%,37.14%,0.00%,2,0,6.90%,0.00%,$39.90,$0.00,2,0
B002W8PVGG,B002W8S4S8,"The Power Rangers Green Rangers Costume Adult T-shirt Tee, Green, XX-Large",powerrangers009-XXL,20,0,0.02%,0.00%,23,0,0.02%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,$43.90,$0.00,2,0
B07C13DP7J,B0034JI1KK,Frankie Says Relax Adult White Distressed T-Shirt Tee,frankie002-L,39,0,0.04%,0.00%,54,0,0.05%,0.00%,98.08%,0.00%,2,0,5.13%,0.00%,$49.90,$0.00,2,0
B003I86K9Q,B0037B7LZG,"Ripple Junction Men's The Hangover Baby Carrier T-Shirt,Light Blue,XX-Large",hangover001-XXL,28,0,0.03%,0.00%,33,0,0.03%,0.00%,90.32%,0.00%,2,0,7.14%,0.00%,$43.90,$0.00,2,0
B07CRPG11R,B003G3X2E4,Philadelphia Distressed Paddy's Irish Pub Black T-Shirt Tee,alsunny001black-L,16,0,0.02%,0.00%,17,0,0.02%,0.00%,100.00%,0.00%,2,0,12.50%,0.00%,$39.90,$0.00,2,0
B07CRPG11R,B003G44Y7C,It's Always Sunny In Philidelphia Paddy's Irish Pub Adult Tee Shirt XL,alsunny001black-XL,12,0,0.01%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,$39.90,$0.00,2,0
B07CMLV38Y,B003IQNOJM,The Hangover Weekend Forecast Mostly Drunk Chance Horny Heather Gray T-Shirt Tee,hangover006-XXL,5,0,0.01%,0.00%,7,0,0.01%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,$39.90,$0.00,2,0
B07BY5HQ2V,B003IQROVQ,The Big Bang Theory Robot Evolution Red T-Shirt Tee (X-Large),bigbang006r-XL,8,0,0.01%,0.00%,18,0,0.02%,0.00%,93.33%,0.00%,2,0,25.00%,0.00%,$39.90,$0.00,2,0
B07BZV7RXG,B003QAEOIU,True Blood Merlottes Bar and Grill Juniors White T-shirt XL,trueblood009j-XL,33,0,0.04%,0.00%,43,0,0.04%,0.00%,89.66%,0.00%,2,0,6.06%,0.00%,$43.90,$0.00,2,0
B07CP4MWG5,B003TX3I36,Legends of the Hidden Temple Red Jaguars Adult Costume T-Shirt Tee,legendstemplered-M,12,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,$33.90,$0.00,2,0
B07CP4MWG5,B003TX3IHM,Legends of the Hidden Temple Purple Parrots Adult Costume T-Shirt Tee,legendstemplepurp-S,26,1,0.03%,0.10%,32,2,0.03%,0.15%,94.44%,100.00%,2,0,7.69%,0.00%,$33.90,$0.00,2,0
B07CP4MWG5,B003TX79JU,Legends of the Hidden Temple Red Jaguars Adult Costume T-Shirt Tee,legendstemplered-L,17,0,0.02%,0.00%,28,0,0.02%,0.00%,92.86%,0.00%,3,0,17.65%,0.00%,$50.85,$0.00,2,0
B07CP4MWG5,B003TX98T4,Legends of the Hidden Temple Red Jaguars Adult Costume T-Shirt Tee,legendstemplered-XL,8,0,0.01%,0.00%,12,0,0.01%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,$33.90,$0.00,2,0
B07CP4MWG5,B003TXD9YE,Legends of the Hidden Temple Green Monkeys Adult Costume T-Shirt Tee,legendstemplegreen-M,11,0,0.01%,0.00%,11,0,0.01%,0.00%,90.91%,0.00%,2,0,18.18%,0.00%,$33.90,$0.00,2,0
B075LLWNXF,B003VVH2NI,Plumtree Scott Pilgrim Band Logo Gold T-Shirt Tee (X-Large),plumtree001-XL,95,1,0.11%,0.10%,109,1,0.10%,0.08%,98.15%,100.00%,2,0,2.11%,0.00%,$49.90,$0.00,2,0
B075LLWNXF,B003VVIUW0,Plumtree Scott Pilgrim Band Logo Gold T-Shirt Tee (Small),plumtree001-S,113,0,0.13%,0.00%,142,0,0.13%,0.00%,97.01%,0.00%,2,0,1.77%,0.00%,$49.90,$0.00,2,0
B003Y7QPRI,B003Y7QPRI,"Hulk Hogan ""hulkamania"" T-shirt Red (XXX-Large 3X)",hulk001r-XXXL,34,1,0.04%,0.10%,39,2,0.03%,0.15%,94.87%,100.00%,2,0,5.88%,0.00%,$45.90,$0.00,2,0
B005F0AQ9U,B00411YX66,Sexy Donatello Costume - Small,tmntcostumedonatello-S,68,2,0.08%,0.20%,104,6,0.09%,0.45%,84.62%,100.00%,2,0,2.94%,0.00%,$25.90,$0.00,2,0
B07BKP75CK,B0042FY43S,Top Gun Logo and Goose Name Adult Heather Navy T-Shirt (Adult Medium),topgun014-M,5,0,0.01%,0.00%,9,0,0.01%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,$43.90,$0.00,2,0
B005Y5VRVM,B0048XXKTS,Star Wars Abbey Stars Adult Yellow T-Shirt (Adult XX-Large),starwars080-XXL,4,0,0.00%,0.00%,5,0,0.00%,0.00%,25.00%,0.00%,2,0,50.00%,0.00%,$29.90,$0.00,2,0
B07C2WN85S,B004BAWBLQ,Ripple Junction Eastbound and Down Charros Kenny Powers 55 Jersey Green Adult T-Shirt Tee (X-Large),eastbound014-XL,8,0,0.01%,0.00%,13,0,0.01%,0.00%,90.91%,0.00%,2,0,25.00%,0.00%,$19.90,$0.00,2,0
B004BAXWO6,B004BAXWO6,Eastbound and Down Charros Kenny Powers 55 Jersey Green Adult T-shirt Tee L,eastbound014-L,13,0,0.01%,0.00%,23,0,0.02%,0.00%,100.00%,0.00%,2,0,15.38%,0.00%,$19.90,$0.00,2,0
B004GIIKHW,B004GIIKMM,Nintendo Zelda Twilight Princess Brown Adult T-Shirt Tee (XX-Large),nintendo064-XXL,12,0,0.01%,0.00%,20,0,0.02%,0.00%,95.00%,0.00%,4,0,33.33%,0.00%,$59.80,$0.00,2,0
B004Q72TDY,B004Q71Q6U,"PAUL Movie , Evolve This uni-sex T-Shirt , S Blue",paul001-S,11,0,0.01%,0.00%,15,0,0.01%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,$39.90,$0.00,2,0
B004Q72TDY,B004Q76FVQ,"PAUL Movie , Evolve This uni-sex T-Shirt , XL Blue",paul001-XL,10,0,0.01%,0.00%,11,0,0.01%,0.00%,90.91%,0.00%,2,0,20.00%,0.00%,$39.90,$0.00,2,0
B07C9J829C,B004RBQD2M,Beer Bear+Deer Mac Navy Adult T-shirt Tee (Medium),alsunny022-M,6,0,0.01%,0.00%,8,0,0.01%,0.00%,50.00%,0.00%,2,0,33.33%,0.00%,$49.90,$0.00,2,0
B07C91NYJC,B004TBG7DK,GLee WMHS William McKinley High School Heather Gray Burnout Boyfriend Juniors T-Shirt Tee (Juniors Small),glee011-S,3,0,0.00%,0.00%,7,0,0.01%,0.00%,42.86%,0.00%,2,0,66.67%,0.00%,$25.90,$0.00,2,0
B07BV1W8GN,B004TN7GRO,Hangover The Alan Baby Bjorn With Graphic Human Tree Dark Khaki Adult Costume T-Shirt Tee (XX-Large),hangover014-XXL,55,1,0.06%,0.10%,68,1,0.06%,0.08%,95.59%,100.00%,2,0,3.64%,0.00%,$44.90,$0.00,2,0
B07BV1W8GN,B004TNCIRM,Hangover The Alan Baby Bjorn With Graphic Human Tree Dark Khaki Adult Costume T-Shirt Tee (Medium),hangover014-M,45,0,0.05%,0.00%,66,0,0.06%,0.00%,92.19%,0.00%,2,0,4.44%,0.00%,$44.90,$0.00,2,0
B07BV1W8GN,B004TNCJVM,Hangover The Alan Baby Bjorn With Graphic Human Tree Dark Khaki Adult Costume T-Shirt Tee (XXX-Large),hangover014-XXXL,31,0,0.04%,0.00%,39,0,0.03%,0.00%,87.18%,0.00%,2,0,6.45%,0.00%,$44.90,$0.00,2,0
B08HKD31CC,B004XDMMJC,STAR WARS Return of The Jedi Last Battle Yoda Black Adult T-Shirt Tee (XX-Large),starwars017-XXL,7,0,0.01%,0.00%,9,0,0.01%,0.00%,88.89%,0.00%,2,0,28.57%,0.00%,$45.90,$0.00,2,0
B07C1BV7KW,B004XMZZGA,Hulkamania Hulk Hogan Sleeveless Red T-Shirt Tee (Adult X-Large),hulk003red-XL,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$49.90,$0.00,2,0
B07CP1YDKV,B0050DD5OK,Watchmen Bloody Smiley Face Black Adult T-shirt Tee (X-Large),watchmen006-XL,7,0,0.01%,0.00%,13,0,0.01%,0.00%,100.00%,0.00%,2,0,28.57%,0.00%,$39.90,$0.00,2,0
B07CNRMQLV,B0050IRKR8,"Hulkamania Gold Bandana, Gold, One Size",hulkb1gold,49,0,0.06%,0.00%,61,0,0.05%,0.00%,98.36%,0.00%,2,0,4.08%,0.00%,$25.90,$0.00,2,0
B0052FPCEW,B0052FPCEW,Scott Pilgrim vs. The World Pixel Skull Adult Black with White Ringers T-shirt Tee (Adult X-Large),scottpilgrim004-XL,28,0,0.03%,0.00%,34,0,0.03%,0.00%,88.24%,0.00%,2,0,7.14%,0.00%,$43.90,$0.00,2,0
B07C5J9R6F,B0054RW296,Scott Pilgrim vs. The World Movie Wristband (Black & White),scottpilgrimwristband-BlackandWhite,55,0,0.06%,0.00%,78,0,0.07%,0.00%,61.54%,0.00%,4,0,7.27%,0.00%,$15.80,$0.00,2,0
B07C5J9R6F,B0054RW2D2,Scott Pilgrim vs. The World Movie Wristband (Green & White),scottpilgrimwristband-GreenandWhite,58,0,0.07%,0.00%,85,0,0.08%,0.00%,91.67%,0.00%,2,0,3.45%,0.00%,$11.90,$0.00,2,0
B00BN6S4VM,B005H3BT46,"Adventure Time Men's Finn Character Hat, White, One Size",adventuretimehat001-Finn,"1,514",3,1.75%,0.31%,"2,185",3,1.94%,0.23%,5.26%,0.00%,2,0,0.13%,0.00%,$41.90,$0.00,2,0
B005KAMKSK,B005KAMKSK,Extreme Warrior Wrestling Costume Wig,eww001,6,0,0.01%,0.00%,8,0,0.01%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,$29.98,$0.00,2,0
B07BYYL6NT,B005N02EPQ,TV Store Wrestler Halloween Costume Hogan Mania Deluxe Complete Set Cosplay Party Outfit,hulkhogancostumesetYELsunREDban-XL,18,0,0.02%,0.00%,24,0,0.02%,0.00%,95.45%,0.00%,2,0,11.11%,0.00%,$125.98,$0.00,2,0
B07BYYL6NT,B005N02EQ0,TV Store Wrestler Halloween Costume Hogan Mania Deluxe Complete Set Cosplay Party Outfit,hulkhogancostumesetYELsunREDban-L,14,1,0.02%,0.10%,17,1,0.02%,0.08%,87.50%,100.00%,2,0,14.29%,0.00%,$125.98,$0.00,2,0
B07BYYL6NT,B005N02EQA,TV Store Wrestler Halloween Costume Hogan Mania Deluxe Complete Set Cosplay Party Outfit,hulkhogancostumesetREDsunREDban-S,23,0,0.03%,0.00%,37,0,0.03%,0.00%,91.67%,0.00%,2,0,8.70%,0.00%,$125.98,$0.00,2,0
B005ORZ11W,B005ORZ11W,Step Brothers Movie Dale Green & Gold Terry Wristband (1 Wristband),stepbroswristband,14,0,0.02%,0.00%,19,0,0.02%,0.00%,89.47%,0.00%,6,0,42.86%,0.00%,$17.70,$0.00,2,0
B005QR8VIA,B005QR8WQQ,Simpsons Duff Beer Light Blue Sleeveless Adult T-Shirt Tee (Adult XX-Large),simp023-XXL,8,0,0.01%,0.00%,10,0,0.01%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,$45.90,$0.00,2,0
B07CQYF4MT,B005UNJCOW,Tootsie Roll Fruit Rolls Candy Vanilla Aqua Costume Tank Dress (Juniors Small),tootsiecolortankAqua-S,21,0,0.02%,0.00%,32,0,0.03%,0.00%,93.55%,0.00%,2,0,9.52%,0.00%,$29.90,$0.00,2,0
B07CRNFFXD,B005URKK8U,Heinz Ketchup Red Juniors Tank Dress (Juniors Large),heinztankdressketchup-L,12,0,0.01%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,$55.90,$0.00,2,0
B07BS3YC9C,B007W58NHI,Arrested Development Distressed Bluth's Original Frozen Banana Royal Blue Heather Mens T-shirt (Adult Large),arrested011-L,7,0,0.01%,0.00%,10,0,0.01%,0.00%,90.00%,0.00%,3,0,42.86%,0.00%,$65.85,$0.00,2,0
B07C5CW9MR,B007XHTP9U,Revenge of the Nerds Tri Lambda Black with White Mens Cardigan Sweater (Adult Medium),revengenerds005-M,25,2,0.03%,0.20%,35,2,0.03%,0.15%,100.00%,100.00%,2,0,8.00%,0.00%,$109.90,$0.00,2,0
B07C5CW9MR,B007XHTQ0I,Revenge of the Nerds Tri Lambda Black with White Mens Cardigan Sweater (Adult XX-Large),revengenerds005-XXL,24,0,0.03%,0.00%,38,0,0.03%,0.00%,70.27%,0.00%,2,0,8.33%,0.00%,$109.90,$0.00,2,0
B07BTWHSXB,B0084DMJCC,Eastbound & Down Myrtle Beach Mermen 55 T-Shirt (X-Large) Carolina Blue,eastbound018-XL,30,0,0.03%,0.00%,34,0,0.03%,0.00%,96.55%,0.00%,2,0,6.67%,0.00%,$43.90,$0.00,2,0
B07BTWHSXB,B0084DMJEA,Eastbound & Down Myrtle Beach Mermen Logo 55 Carolina Blue Adult T-Shirt (Adult Large),eastbound018-L,31,0,0.04%,0.00%,38,0,0.03%,0.00%,100.00%,0.00%,2,0,6.45%,0.00%,$43.90,$0.00,2,0
B07CM9C4K7,B008BVENR6,The Big Bang Theory Soft Kitty Warm Kitty BLACK Mens T-Shirt (Adult Large),bigbang017BLACK-L,29,0,0.03%,0.00%,32,0,0.03%,0.00%,100.00%,0.00%,2,0,6.90%,0.00%,$39.90,$0.00,2,0
B008VVEBKA,B008VVEBKA,TV Store Wayne's World Garth and Wayne Costume Set,waynesworldcostumeset,374,7,0.43%,0.72%,434,10,0.39%,0.76%,97.93%,100.00%,2,0,0.53%,0.00%,$99.98,$0.00,2,0
B01NH0FP93,B0093A7T2A,TV Store Inflatable Adult Chub Suit ® Costume (Nude),chubsuitcostume001-Nude,26,1,0.03%,0.10%,37,5,0.03%,0.38%,88.24%,100.00%,2,0,7.69%,0.00%,$77.90,$0.00,2,0
B07CR1X62V,B009OL31EI,The Heavyweights Tony Perkis Power Camp Hope Black Adult Sleeveless Tank Top (Adult Large),heavyweights001TANK-L,32,0,0.04%,0.00%,38,0,0.03%,0.00%,97.14%,0.00%,2,0,6.25%,0.00%,$37.90,$0.00,2,0
B07CR1X62V,B009OL32A6,The Heavyweights Tony Perkis Power Camp Hope Black Adult Sleeveless Tank Top (Adult X-Large),heavyweights001TANK-XL,47,0,0.05%,0.00%,61,0,0.05%,0.00%,93.44%,0.00%,2,0,4.26%,0.00%,$37.90,$0.00,2,0
B07CR1X62V,B009OL332S,The Heavyweights Tony Perkis Power Camp Hope Black Adult Sleeveless Tank Top (Adult XX-Large),heavyweights001TANK-XXL,11,0,0.01%,0.00%,13,0,0.01%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,$37.90,$0.00,2,0
B00AEXPOSQ,B00AEXPOSQ,Dragon Ball Z Kame Symbol Orange Zip-Up Adult Hoodie Sweatshirt (Adult Large),dragonballzsweater001-L,286,2,0.33%,0.20%,372,2,0.33%,0.15%,98.12%,100.00%,2,0,0.70%,0.00%,$108.00,$0.00,2,0
B07CM9C4K7,B00AFDZ638,The Big Bang Theory Soft Kitty Warm Kitty BLACK Mens T-Shirt (Adult XXX-Large),bigbang017BLACK-XXXL,9,0,0.01%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,$47.90,$0.00,2,0
B07CT7MP5V,B00AIXUC7K,Teenage Mutant Ninja Turtles TMNT Costume Green Michelangelo Toddler T-Shirt (Orange Michelangelo) (Toddler 4T),tmnt016MIKEtoddler-4T,146,0,0.17%,0.00%,180,0,0.16%,0.00%,97.70%,0.00%,2,0,1.37%,0.00%,$33.98,$0.00,2,0
B07BW8GTCF,B00AYL3BBK,STAR WARS Darth Vader Boombox Retro Adult Black T-Shirt (Adult X-Large),starwars041-XL,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,$33.90,$0.00,2,0
B07CKFHYJT,B00BJQKCPC,Step Brothers Pablo Cruise Adult Gray and Maroon Raglan T-Shirt (Adult X-Large),stepbros010-XL,30,0,0.03%,0.00%,35,0,0.03%,0.00%,96.97%,0.00%,2,0,6.67%,0.00%,$49.90,$0.00,2,0
B00C2S8KKA,B00C1NZMQG,World Wrestling Entertainment WWE Old School Macho Man Glasses Adult Aqua Blue Tank Top Shirt (Adult Medium),wwe060blue-M,22,0,0.03%,0.00%,25,0,0.02%,0.00%,83.33%,0.00%,2,0,9.09%,0.00%,$37.90,$0.00,2,0
B0CC3M934X,B00CF8PFRI,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,sbb015-L,39,0,0.04%,0.00%,61,0,0.05%,0.00%,100.00%,0.00%,2,0,5.13%,0.00%,$63.90,$0.00,2,0
B0CC3M934X,B00CFBWJEW,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,sbb015-XL,21,0,0.02%,0.00%,25,0,0.02%,0.00%,100.00%,0.00%,2,0,9.52%,0.00%,$63.90,$0.00,2,0
B07CMHJ9J7,B00CMQXI6I,Los Pollos Hermanos Logo T-Shirt Tee,breakingbad004black-XXL,10,0,0.01%,0.00%,13,0,0.01%,0.00%,90.00%,0.00%,2,0,20.00%,0.00%,$39.90,$0.00,2,0
B07BZDXRQC,B00CP8M32I,Adult M&M’S Character Big Face T-Shirt,mm001Nblu-M,38,1,0.04%,0.10%,56,2,0.05%,0.15%,98.04%,100.00%,4,3,10.53%,300.00%,$90.45,$67.50,2,1
B07BZDXRQC,B00CP8M3D2,Adult M&M’S Character Big Face T-Shirt,mm001Nblu-L,44,2,0.05%,0.20%,55,7,0.05%,0.53%,96.00%,100.00%,2,1,4.55%,50.00%,$45.67,$22.72,2,1
B07BZBWSLS,B00CP8M5CQ,M&M's Candy Silly Character Face T-Shirt Yellow,mm001Nyel-S,67,0,0.08%,0.00%,79,0,0.07%,0.00%,93.67%,0.00%,2,0,2.99%,0.00%,$45.90,$0.00,2,0
B07BZBWSLS,B00CP8M6A2,M&M M&M's Candy Yellow Silly Character Face Adult T-Shirt (Adult XX-Large),mm001Nyel-XXL,23,0,0.03%,0.00%,27,0,0.02%,0.00%,90.91%,0.00%,2,0,8.70%,0.00%,$45.90,$0.00,2,0
B07BZHJN8L,B00CP8M864,M&M M&M's Candy Orange Silly Character Face Adult T-Shirt (Adult X-Large),mm001Norg-XL,20,0,0.02%,0.00%,22,0,0.02%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,$45.90,$0.00,2,0
B07BZDXRQC,B00CP8M8HI,M&M M&M's Candy Orange Silly Character Face Adult T-Shirt (Adult XX-Large),mm001Norg-XXL,54,0,0.06%,0.00%,65,0,0.06%,0.00%,96.30%,0.00%,2,0,3.70%,0.00%,$45.90,$0.00,2,0
B00DNGZ96S,B00DNGYSHY,Teenage Mutant Ninja Turtles TMNT Leonardo Costume Green T-shirt with Blue Eye Mask (Adult X-Large),tmnt045Leo-XL,29,0,0.03%,0.00%,34,0,0.03%,0.00%,96.67%,0.00%,2,0,6.90%,0.00%,$43.90,$0.00,2,0
B00DNGZ96S,B00DNGYV62,Teenage Mutant Ninja Turtles TMNT Raphael Costume Green T-Shirt with Red Eye Mask (Adult Large),tmnt045Raph-L,32,0,0.04%,0.00%,39,0,0.03%,0.00%,91.89%,0.00%,2,0,6.25%,0.00%,$43.90,$0.00,2,0
B00DNGZ96S,B00DNGYXHO,"Teenage Mutant Ninja Turtles TMNT Costume Green T-Shirt with Eye Mask (Adult Small, Green/Purple)",tmnt045Don-S,139,2,0.16%,0.20%,175,2,0.16%,0.15%,89.83%,0.00%,2,0,1.44%,0.00%,$43.90,$0.00,2,0
B00DNGZ96S,B00DNGYXWE,Teenage Mutant Ninja Turtles TMNT Donatello Costume Green T-shirt with Purple Eye Mask (Adult Medium),tmnt045Don-M,34,0,0.04%,0.00%,56,0,0.05%,0.00%,92.59%,0.00%,2,0,5.88%,0.00%,$43.90,$0.00,2,0
B00DNGZ96S,B00DNGYYNM,Teenage Mutant Ninja Turtles TMNT Donatello Costume Green T-Shirt with Purple Eye Mask (Adult Large),tmnt045Don-L,53,0,0.06%,0.00%,64,0,0.06%,0.00%,96.83%,0.00%,2,0,3.77%,0.00%,$43.90,$0.00,2,0
B00DNGZ96S,B00DNGZ20Q,Teenage Mutant Ninja Turtles TMNT Michelangelo Costume Green T-shirt with Orange Eye Mask (Adult Medium),tmnt045Mike-M,32,0,0.04%,0.00%,42,0,0.04%,0.00%,90.00%,0.00%,2,0,6.25%,0.00%,$43.90,$0.00,2,0
B07BTQNG2Z,B00DZ106AU,Napoleon Dynamite Vote for Pedro T-Shirt White (XXX-Large),pedro001-XXXL,11,1,0.01%,0.10%,11,1,0.01%,0.08%,77.78%,100.00%,2,0,18.18%,0.00%,$41.90,$0.00,2,0
