(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07CP4MWG5,B003TX5E56,Legends of the Hidden Temple Blue Barracudas Adult Costume T-Shirt Tee,legendstempleblue-L,68,0,0.02%,0.00%,96,0,0.02%,0.00%,98.82%,0.00%,11,0,16.18%,0.00%,$186.45,$0.00,8,0
B07CP4MWG5,B003TX5EGU,Legends of the Hidden Temple Purple Parrots Adult Costume T-Shirt Tee,legendstemplepurp-L,102,0,0.03%,0.00%,155,0,0.04%,0.00%,95.92%,0.00%,12,0,11.76%,0.00%,$203.40,$0.00,8,0
B003UVR4AU,B003UVR4AU,True Blood Sookie Merlotte's Bar & Grill Apron,truebloodapron,41,0,0.01%,0.00%,62,0,0.02%,0.00%,91.94%,0.00%,8,0,19.51%,0.00%,$127.60,$0.00,8,0
B07C62L4JJ,B003WRI40Q,Step Brothers Shoe Sneakers Hanging Black Adult T-Shirt Tee (X-Large),stepbros001-XL,73,0,0.02%,0.00%,85,0,0.02%,0.00%,98.80%,0.00%,8,0,10.96%,0.00%,$151.60,$0.00,8,0
B0041SYN4Q,B0041SYN4Q,It's Always Sunny in Philadelphia Gruesome Twosome Charlie & Frank Yellow Adult T-shirt Tee (X-Large),alsunny021-XL,97,0,0.03%,0.00%,154,0,0.04%,0.00%,96.10%,0.00%,9,0,9.28%,0.00%,$179.55,$0.00,8,0
B07C9J829C,B004RBOQE4,Beer Bear+Deer Mac Navy Adult T-Shirt Tee (X-Large),alsunny022-XL,38,1,0.01%,0.03%,39,1,0.01%,0.02%,88.24%,100.00%,8,0,21.05%,0.00%,$199.60,$0.00,8,0
B07BV1W8GN,B004TN7GRO,Hangover The Alan Baby Bjorn With Graphic Human Tree Dark Khaki Adult Costume T-Shirt Tee (XX-Large),hangover014-XXL,132,1,0.04%,0.03%,168,1,0.04%,0.02%,96.95%,100.00%,8,0,6.06%,0.00%,$176.60,$0.00,8,0
B07BV1W8GN,B004TNCIRM,Hangover The Alan Baby Bjorn With Graphic Human Tree Dark Khaki Adult Costume T-Shirt Tee (Medium),hangover014-M,134,1,0.04%,0.03%,178,1,0.05%,0.02%,97.11%,100.00%,9,0,6.72%,0.00%,$198.55,$0.00,8,0
B004X67H6W,B004X67H6W,NCIS Special Agents Logo Black Cap Adjustable Hat,ncishat,116,1,0.04%,0.03%,146,1,0.04%,0.02%,98.63%,100.00%,10,0,8.62%,0.00%,$199.50,$0.00,8,0
B07C5CW9MR,B007XHTPMC,Revenge of the Nerds Tri Lambda Black with White Mens Cardigan Sweater (Adult Large),revengenerds005-L,112,2,0.04%,0.06%,143,3,0.04%,0.07%,97.12%,100.00%,9,0,8.04%,0.00%,$494.55,$0.00,8,0
B0081JAP0C,B0081JAP0C,New World Wrestling Black Mens Sleeveless T-Shirt - 2X-Large,nwo001-XXL,306,2,0.10%,0.06%,421,2,0.11%,0.05%,99.05%,100.00%,8,0,2.61%,0.00%,$175.60,$0.00,8,0
B008VVEBKA,B008VVEBKA,TV Store Wayne's World Garth and Wayne Costume Set,waynesworldcostumeset,"1,041",9,0.34%,0.28%,"1,222",12,0.31%,0.28%,98.77%,100.00%,8,0,0.77%,0.00%,$399.92,$0.00,8,0
B07BZBWSLS,B00CP8M6A2,M&M M&M's Candy Yellow Silly Character Face Adult T-Shirt (Adult XX-Large),mm001Nyel-XXL,69,0,0.02%,0.00%,91,0,0.02%,0.00%,96.39%,0.00%,8,0,11.59%,0.00%,$183.60,$0.00,8,0
B00DNGZ96S,B00DNGYRY8,Teenage Mutant Ninja Turtles TMNT Leonardo Costume Green T-shirt with Blue Eye Mask (Adult Large),tmnt045Leo-L,62,3,0.02%,0.09%,83,11,0.02%,0.25%,97.10%,100.00%,8,2,12.90%,66.67%,$175.16,$43.46,8,2
B00DNGZ96S,B00DNGYV62,Teenage Mutant Ninja Turtles TMNT Raphael Costume Green T-Shirt with Red Eye Mask (Adult Large),tmnt045Raph-L,76,2,0.03%,0.06%,93,5,0.02%,0.12%,91.57%,100.00%,8,2,10.53%,100.00%,$175.16,$43.46,8,2
B00DNIC4QO,B00DNICKR2,Teenage Mutant Ninja Turtles TMNT Michelangelo Costume Juniors Green Tank Dress with Orange Eye Mask (Juniors Large),tmnt047tankdressMike-L,181,3,0.06%,0.09%,235,4,0.06%,0.09%,100.00%,0.00%,8,0,4.42%,0.00%,$183.60,$0.00,8,0
B00E0R6364,B00E0R6364,Wrestler Extreme Warrior Makeup Temporary Tattoo Ultimate Wig & Armbands Costume Set,ultimatewarriorset,83,1,0.03%,0.03%,108,1,0.03%,0.02%,94.44%,100.00%,8,0,9.64%,0.00%,$239.60,$0.00,8,0
B07CGRM51M,B00EVYMLRQ,Disney Monsters University OK Oozma Kappa Member Adult Green T-Shirt (Adult Large),monstersinc003-L,73,0,0.02%,0.00%,86,0,0.02%,0.00%,92.77%,0.00%,8,0,10.96%,0.00%,$159.60,$0.00,8,0
B07CGRM51M,B00EVYMMWK,Disney Monsters University OK Oozma Kappa Member Adult Green T-Shirt (Adult X-Large),monstersinc003-XL,69,0,0.02%,0.00%,76,0,0.02%,0.00%,98.65%,0.00%,8,0,11.59%,0.00%,$159.60,$0.00,8,0
B09542LZPC,B00FBPL73S,"Ripple Junction Average Joes Dodgeball Costume 2 Pcs - Adult Yellow Jersey from Dodgeball Movie | Halloween Costume for Men & Women | Cosplay, Roleplay, Comic Con & Halloween Sports Costume",Dodgeball003-XL,272,1,0.09%,0.03%,339,3,0.09%,0.07%,96.00%,100.00%,11,0,4.04%,0.00%,$549.89,$0.00,8,0
B07BV15X7N,B00HJBEHPM,"Power Rangers Baby Ranger Costume Romper Onesie (6-12 Months, Green)",powerrangers018green-6/12,217,0,0.07%,0.00%,273,0,0.07%,0.00%,93.64%,0.00%,8,0,3.69%,0.00%,$159.60,$0.00,8,0
B07BXLNHT4,B00OG9E3IQ,Costume Agent USA American Flag Lounge Pants Pajamas (Medium),usa002-M,121,1,0.04%,0.03%,150,1,0.04%,0.02%,96.58%,100.00%,12,0,9.92%,0.00%,$311.40,$0.00,8,0
B01F645FZO,B01F645FZO,Parks and Recreation Bachelor Boy Adult Snapback Hat,parksandrechat001,41,0,0.01%,0.00%,60,0,0.02%,0.00%,93.33%,0.00%,8,0,19.51%,0.00%,$119.60,$0.00,8,0
B01J6J58SO,B01J6J5DDY,M&M's Chocolate Candy Character Face Yellow T-Shirt (Juniors Medium),mm003JRSyellow-M,87,1,0.03%,0.03%,118,1,0.03%,0.02%,99.01%,100.00%,8,0,9.20%,0.00%,$191.60,$0.00,8,0
B01J6J58SO,B01J6J5F2I,M&M's Chocolate Candy Character Face Green T-Shirt (Juniors Large),mm003JRSgreen-L,104,3,0.03%,0.09%,136,6,0.03%,0.14%,96.67%,66.67%,8,0,7.69%,0.00%,$191.60,$0.00,8,0
B01J6J58SO,B01J6J5HYY,M&M's Chocolate Candy Character Face Green T-Shirt (Juniors XX-Large),mm003JRSgreen-XXL,111,2,0.04%,0.06%,138,4,0.04%,0.09%,99.24%,100.00%,8,0,7.21%,0.00%,$191.60,$0.00,8,0
B0CBSWQ4J8,B01LBRL9EG,Superhero Gotham Black Costume Boots (Medium 10-11),100578BLACK-M,331,6,0.11%,0.18%,418,8,0.11%,0.19%,100.00%,100.00%,9,1,2.72%,16.67%,$691.78,$76.18,8,1
B01LR5WV9Y,B01LR5WV9Y,Costume Agent Trump Business Man Wig,1138,45,2,0.01%,0.06%,51,2,0.01%,0.05%,100.00%,100.00%,8,0,17.78%,0.00%,$39.60,$0.00,8,0
B072K9Y1SC,B01LY8W2U0,"Pro Wrestling Costume Boots (Small, Yellow)",wrestlingboots-SY,88,3,0.03%,0.09%,107,4,0.03%,0.09%,97.87%,100.00%,8,0,9.09%,0.00%,$479.92,$0.00,8,0
B072K9Y1SC,B01LYKP8YP,Pro Wrestling Costume Boots (Medium Yellow),wrestlingboots-MY,235,2,0.08%,0.06%,294,2,0.08%,0.05%,97.15%,100.00%,8,0,3.40%,0.00%,$479.92,$0.00,8,0
B076HGNJX8,B076HFQHF7,Briefly Stated A Christmas Story Bunny Union Suit Pajama Costume (Adult X-Large),CY034-ChristmasStoryUnionSuit-XL,568,1,0.19%,0.03%,707,1,0.18%,0.02%,99.14%,100.00%,8,0,1.41%,0.00%,$511.60,$0.00,8,0
B079LQSZJW,B079LQSZJW,Costume Agent Adult Deluxe Princess Troll Wig,1189-PrincessTrollWig,91,4,0.03%,0.12%,115,5,0.03%,0.12%,95.65%,100.00%,8,1,8.79%,25.00%,$207.34,$25.69,8,1
B09JZSGM8C,B07G3GCRJ3,Costume Agent Dreadlocks Dreads Dreadlock Caveman Surfer DUDE RASTA WIG,BlondeDreadlocks-1229,224,5,0.07%,0.15%,284,7,0.07%,0.16%,98.22%,71.43%,8,0,3.57%,0.00%,$215.60,$0.00,8,0
B07HQXH59Q,B07HQZF7QP,Costume Agent Dodgeball Purple Cobras Halloween Costume For Men & Women - Jersey Top and Pants | Halloween Costume Set for Adults | Embrace the Spirit of the Dodgeball Movie,DodgeballCobrasCostumeSet-L,71,2,0.02%,0.06%,105,4,0.03%,0.09%,72.41%,100.00%,9,0,12.68%,0.00%,$503.55,$0.00,8,0
B07JBM7HRC,B07JDFYVQY,Rick and Morty Spaceship Black Pajama Short and Top Set (Adult Large),RickMortyPajamaSet-JCITV-L,214,1,0.07%,0.03%,243,1,0.06%,0.02%,98.74%,100.00%,8,0,3.74%,0.00%,$239.60,$0.00,8,0
B07WHDKKH8,B07WCQ561P,Costume Agent Adult Sunglasses Halloween Accessory Gothic Vampire Glasses (Purple),100596-GothicVampirePurpleGlasses,171,1,0.06%,0.03%,213,1,0.05%,0.02%,90.38%,100.00%,10,0,5.85%,0.00%,$149.50,$0.00,8,0
B083QQY4X4,B083QQ3LQ3,Costume Agent 90's Modern Life Button Down Shirt Blue,204089-ModernLife-XXL,266,1,0.09%,0.03%,328,1,0.08%,0.02%,98.43%,100.00%,8,0,3.01%,0.00%,$271.60,$0.00,8,0
B089QQV8K3,B089QQV8K3,Custom Face Mask Upload your Photo Reusable Cloth with Filter,CustomFaceMaks2,215,7,0.07%,0.21%,309,8,0.08%,0.19%,95.15%,100.00%,9,1,4.19%,14.29%,$134.85,$14.85,8,1
B08LQMJN5L,B08LQPQKQF,"Power Rangers Pink Costume T-Shirt(Pink,XXL)",PowerRangers-Pink-SLShirt-2XL,151,5,0.05%,0.15%,182,8,0.05%,0.19%,46.06%,40.00%,8,0,5.30%,0.00%,$159.60,$0.00,8,0
B08LQMJN5L,B08LQPZSBK,"Power Rangers Green Costume T-Shirt(Green,3XL)",PowerRangers-Green-SLShirt-3XL,911,13,0.30%,0.40%,"1,054",15,0.27%,0.35%,69.00%,100.00%,8,0,0.88%,0.00%,$159.60,$0.00,8,0
B08LQMJN5L,B08LQTNK8W,"Power Rangers Red Costume T-Shirt(Red,Medium)",PowerRangers-Red-SLShirt-M,363,8,0.12%,0.25%,480,12,0.12%,0.28%,28.06%,10.00%,8,0,2.20%,0.00%,$159.60,$0.00,8,0
B0933PQFMK,B0933PQFMK,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, m, Regular, Donatello)",TMNTShirt-Youth-Donatello-M,24,1,0.01%,0.03%,28,1,0.01%,0.02%,96.43%,100.00%,8,0,33.33%,0.00%,$159.60,$0.00,8,0
B07CKR9PHS,B099685444,"Artbox Hulkamania Youth T-Shirt (X-Small, Gold)",hulk001y-XS,70,1,0.02%,0.03%,85,1,0.02%,0.02%,98.21%,0.00%,8,0,11.43%,0.00%,$159.60,$0.00,8,0
B09CR9V2F5,B09CR4B7VV,Costume Agent Willy's Wonderland The Janitor Blue T-Shirt,WillysWonderland-Shirt-2XL,70,1,0.02%,0.03%,88,1,0.02%,0.02%,93.83%,100.00%,9,0,12.86%,0.00%,$224.55,$0.00,8,0
B09DXKDKB8,B09DXKBY91,"Power Rangers Mighty Morphin Yellow Boys Youth Armor Costume T-Shirt (MD, Yellow)",PRangersShirtYouth-Yellow-M,113,0,0.04%,0.00%,146,0,0.04%,0.00%,91.30%,0.00%,8,0,7.08%,0.00%,$159.60,$0.00,8,0
B09FJ3J485,B09G3G93Q2,"Crew Mate Astronaut Among Space Halloween Costume Inflatable Chub Suit (Purple, Standard)",220871-CrewMate-Purple-STD,422,3,0.14%,0.09%,532,4,0.14%,0.09%,98.30%,100.00%,8,0,1.90%,0.00%,$191.60,$0.00,8,0
B09V987PMJ,B09V9CFFNQ,New World Wrestling Wolfpac Order Logo Adult Red T-Shirt (3X-Large),nwo004redN-3XL,30,0,0.01%,0.00%,39,0,0.01%,0.00%,97.30%,0.00%,9,0,30.00%,0.00%,$179.55,$0.00,8,0
B0B8F5BTT3,B0B8F1DW3Z,South Colorado Kid Jacket and Gloves Deluxe Halloween Costume Cosplay,220905-KyleCostume-M,150,1,0.05%,0.03%,206,1,0.05%,0.02%,83.16%,0.00%,8,0,5.33%,0.00%,$359.92,$0.00,8,0
B0B9YMJ1HL,B0B9YYW4JX,"Rainbow Star Pink Pines Cartoon Cosplay Sweater, Full Knitted Halloween Costume",220892-MabelPineSweater-L,140,1,0.05%,0.03%,165,1,0.04%,0.02%,96.05%,100.00%,8,0,5.71%,0.00%,$399.60,$0.00,8,0
B0BBHDTHX5,B0BBHDS26N,Ninja Super Hero Turtle Eye Mask Halloween Costume Cosplay (Orange),103013-TmntEyeMask-Orange,82,1,0.03%,0.03%,99,2,0.03%,0.05%,91.75%,100.00%,12,5,14.63%,500.00%,$70.85,$29.20,8,1
B0BGQLJVDB,B0BGQPKPCY,"Christmas Green Monster Furry Jumpsuit Shoes Gloves and Mask Halloween Costume Cosplay (Green Monster Standard Mask, S/M)",GreenMonsterSuit-Mask1-S-M,367,2,0.12%,0.06%,477,2,0.12%,0.05%,97.85%,100.00%,8,0,2.18%,0.00%,$479.60,$0.00,8,0
B07BZPQQZY,B000A5QYDM,Miami Vice Adult Black T-Shirt (Adult X-Large),miami036-XL,39,1,0.01%,0.03%,46,1,0.01%,0.02%,100.00%,100.00%,7,1,17.95%,100.00%,$139.45,$19.75,7,1
B07CSCKQPZ,B000BBDZS2,Sanford and Son Adult Unisex 1970s TV Show Redd Foxx Buy and Sell Junk T-Shirt Grey,sanford064-XXXL,57,1,0.02%,0.03%,79,1,0.02%,0.02%,97.33%,100.00%,8,0,14.04%,0.00%,$151.60,$0.00,7,0
B07CKR7H1V,B000CD8UJI,A-Team T-Shirt Green (XXL),ateam001-XXL,62,3,0.02%,0.09%,82,5,0.02%,0.12%,97.22%,75.00%,7,0,11.29%,0.00%,$125.65,$0.00,7,0
B07C1KZMTW,B000HQ8UKY,A-Team Bullet Holes T-Shirt Black (X-Large),ATeam002-XL,31,0,0.01%,0.00%,37,0,0.01%,0.00%,97.22%,0.00%,14,0,45.16%,0.00%,$237.30,$0.00,7,0
B000RL65EC,B000RL2PP0,Greatest American Hero Adult Unisex Ralph Hinckley Cosplay Costume T-Shirt Red,greatest002-XXL,58,1,0.02%,0.03%,78,1,0.02%,0.02%,95.77%,0.00%,7,0,12.07%,0.00%,$153.65,$0.00,7,0
B000RL65EC,B000RL4NTG,Greatest American Hero Adult Unisex Ralph Hinckley Cosplay Costume T-Shirt Red,greatest002-L,70,0,0.02%,0.00%,90,0,0.02%,0.00%,97.65%,0.00%,7,0,10.00%,0.00%,$153.65,$0.00,7,0
B07CBQCBJD,B000WPNN6G,Napoleon Dynamite Wig and Glasses Kit,pedroaccessorykit,266,3,0.09%,0.09%,313,3,0.08%,0.07%,95.21%,100.00%,7,0,2.63%,0.00%,$167.65,$0.00,7,0
B0011457CA,B0011457CA,Interchangeable Placard The Office TV Show Dundie Award Gag Gift Accessory,officedundie,546,8,0.18%,0.25%,679,9,0.17%,0.21%,85.86%,100.00%,7,0,1.28%,0.00%,$160.65,$0.00,7,0
B001EJCFCM,B001EJCFCM,Doctor Who Tardis Police Box Enamel Men Pin,doctorwhopin001,27,0,0.01%,0.00%,30,0,0.01%,0.00%,93.33%,0.00%,8,0,29.63%,0.00%,$63.92,$0.00,7,0
B07D1Z7CTQ,B001OLZIV0,Led Zeppelin 1977 American Tour Black Mens T-Shirt Tee,ledzeppelin002-XXL,102,2,0.03%,0.06%,119,2,0.03%,0.05%,100.00%,100.00%,7,0,6.86%,0.00%,$153.65,$0.00,7,0
B0026PNI8I,B0026PQRSQ,The Big Lebowski Kaoru Betto Baseball Raglan T-Shirt (Adult Large) Brown,bigl012-L,54,1,0.02%,0.03%,64,1,0.02%,0.02%,95.00%,100.00%,7,0,12.96%,0.00%,$202.65,$0.00,7,0
B07BVDDLV6,B002DZT5AQ,The Office Dunder Mifflin Scranton Branch Picnic Red T-Shirt Tee,office023-M,28,0,0.01%,0.00%,40,0,0.01%,0.00%,84.85%,0.00%,7,0,25.00%,0.00%,$118.65,$0.00,7,0
B002MQN1G0,B002MQTZ38,Seinfeld Cosmo Kramer Lobster Button-Up White Shirt,sein023-XL,116,0,0.04%,0.00%,141,0,0.04%,0.00%,98.46%,0.00%,7,0,6.03%,0.00%,$349.65,$0.00,7,0
B07C6DR6BY,B002X5SU6G,"Jack Daniel's Label Mens Black T-Shirt, Large, Black, Size Large",JackDaniels001-MensShirt-L,59,2,0.02%,0.06%,74,2,0.02%,0.05%,30.43%,100.00%,7,1,11.86%,50.00%,$160.42,$22.72,7,1
B07BRRYDGL,B00345BEBM,"SNL Saturday Night Live More Cowbell Vintage Tan with Brown Ringers T-Shirt Tee, Tan, Medium",SNL007tan-M,33,0,0.01%,0.00%,42,0,0.01%,0.00%,94.74%,0.00%,7,0,21.21%,0.00%,$139.65,$0.00,7,0
B003I86K9Q,B0037B7LYW,"Ripple Junction Men's The Hangover Baby Carrier T-Shirt,Light Blue,Large",hangover001-L,95,1,0.03%,0.03%,126,1,0.03%,0.02%,86.99%,100.00%,7,0,7.37%,0.00%,$139.65,$0.00,7,0
B07CJV7V6G,B003TORFCU,Double Dare Logo Costume Blue Adult T-Shirt Tee,doubledare001blue-L,47,4,0.02%,0.12%,57,6,0.01%,0.14%,87.27%,100.00%,7,2,14.89%,50.00%,$139.25,$39.50,7,2
B07CJV7V6G,B003TOV9GI,Double Dare Logo Costume Blue Adult T-Shirt Tee,doubledare001blue-M,53,0,0.02%,0.00%,66,0,0.02%,0.00%,98.31%,0.00%,7,0,13.21%,0.00%,$139.65,$0.00,7,0
B07CP4MWG5,B003TX3I68,Legends of the Hidden Temple Blue Barracudas Adult Costume T-Shirt Tee,legendstempleblue-M,48,1,0.02%,0.03%,59,1,0.02%,0.02%,96.15%,100.00%,7,0,14.58%,0.00%,$118.65,$0.00,7,0
B07CP4MWG5,B003TX3I8G,"Legends of the Hidden Temple Adult Costume T-Shirt Tee (XL, Blue)",legendstempleblue-XL,25,0,0.01%,0.00%,32,0,0.01%,0.00%,96.30%,0.00%,8,0,32.00%,0.00%,$135.60,$0.00,7,0
B07C2WN85S,B004BAXWO6,Eastbound and Down Charros Kenny Powers 55 Jersey Green Adult T-shirt Tee L,eastbound014-L,50,0,0.02%,0.00%,60,0,0.02%,0.00%,94.74%,0.00%,8,0,16.00%,0.00%,$79.60,$0.00,7,0
B08HKD31CC,B004XDMMGA,STAR WARS Return of The Jedi Last Battle Black Adult T-Shirt Tee (Large),starwars017-L,85,1,0.03%,0.03%,104,1,0.03%,0.02%,97.06%,100.00%,7,0,8.24%,0.00%,$160.65,$0.00,7,0
B08HKD31CC,B004XDMMJC,STAR WARS Return of The Jedi Last Battle Yoda Black Adult T-Shirt Tee (XX-Large),starwars017-XXL,27,1,0.01%,0.03%,34,2,0.01%,0.05%,96.77%,100.00%,7,0,25.93%,0.00%,$160.65,$0.00,7,0
B07CBQC87S,B005C510DE,Green Lantern The Logo with Striped Sleeves Green Adult T-Shirt Tee (Adult Large),greenlantern001stripes-L,91,0,0.03%,0.00%,120,0,0.03%,0.00%,96.49%,0.00%,7,0,7.69%,0.00%,$167.65,$0.00,7,0
B07CM11HRV,B007A2IUQM,Melting Sheldon Cooper The Big Bang Theory Black T-Shirt (Adult Large),rubiks002-L,49,1,0.02%,0.03%,72,1,0.02%,0.02%,98.57%,100.00%,7,1,14.29%,100.00%,$118.48,$16.78,7,1
B07C2C7K58,B007EZB11Q,Sun Drop Citrus Soda Green Costume Mens T-shirt (Adult X-Large),sundrop001MENS-XL,37,0,0.01%,0.00%,60,0,0.02%,0.00%,96.61%,0.00%,7,0,18.92%,0.00%,$153.65,$0.00,7,0
B07BYC7PDB,B0092P43U2,Fight Club Tyler Durden Hustler Mesh Mens Costume Shirt (Adult Large/X-Large) Black,fightclub004-LXL,60,1,0.02%,0.03%,82,1,0.02%,0.02%,94.94%,100.00%,7,0,11.67%,0.00%,$174.65,$0.00,7,0
B01MT2RTS0,B009B14SA2,"Progressive Collection Flo Insurance Girl Costume, One_Size",ProgressiveFLO002,591,6,0.20%,0.18%,742,6,0.19%,0.14%,97.84%,66.67%,7,0,1.18%,0.00%,$314.65,$0.00,7,0
B009HXJ822,B009HXJ822,Sun Drop Citrus Soda Red Sequin Fanny Pack Waist Bag,sundropbag,55,2,0.02%,0.06%,63,2,0.02%,0.05%,100.00%,100.00%,7,0,12.73%,0.00%,$83.65,$0.00,7,0
B07CT7MP5V,B00AIXU5E0,TMNT Teenage Mutant Ninja Turtles Costume Green Raphael Toddler T-shirt (Red Raphael) (Toddler 4T),tmnt016RAPHAELtoddler-4T,121,0,0.04%,0.00%,146,0,0.04%,0.00%,97.24%,0.00%,7,0,5.79%,0.00%,$118.93,$0.00,7,0
B00C2S8KKA,B00C1NZLTY,World Wrestling Entertainment WWE Old School Macho Man Glasses Adult Red Tank Top Shirt (Adult XX-Large),wwe060red-XXL,88,2,0.03%,0.06%,94,2,0.02%,0.05%,98.89%,100.00%,7,0,7.95%,0.00%,$139.65,$0.00,7,0
B07CMHJ9J7,B00CMQXGEM,Los Pollos Hermanos Logo T-Shirt Tee Black,breakingbad004black-L,173,1,0.06%,0.03%,202,1,0.05%,0.02%,94.74%,100.00%,7,0,4.05%,0.00%,$139.65,$0.00,7,0
B07BZDXRQC,B00CP8M3VO,M&M's Candy Silly Character Face T-Shirt Blue,mm001Nblu-XXL,130,3,0.04%,0.09%,183,3,0.05%,0.07%,90.80%,100.00%,7,0,5.38%,0.00%,$160.65,$0.00,7,0
B07BZBWSLS,B00CP8M5R6,Adult M&M’S Character Big Face T-Shirt,mm001Nyel-L,199,2,0.07%,0.06%,261,2,0.07%,0.05%,96.09%,100.00%,7,0,3.52%,0.00%,$160.65,$0.00,7,0
B07BZHJN8L,B00CP8M7WO,Adult M&M’S Character Big Face T-Shirt,mm001Norg-L,37,0,0.01%,0.00%,51,0,0.01%,0.00%,100.00%,0.00%,7,0,18.92%,0.00%,$160.65,$0.00,7,0
B07BZDXRQC,B00CP8MA44,Adult M&M’S Character Big Face T-Shirt,mm001Ngrn-M,96,1,0.03%,0.03%,114,1,0.03%,0.02%,96.00%,100.00%,7,1,7.29%,100.00%,$160.42,$22.72,7,1
B00DNGZ96S,B00DNGYUMC,Teenage Mutant Ninja Turtles TMNT Raphael Costume Green T-shirt with Red Eye Mask (Adult Medium),tmnt045Raph-M,65,1,0.02%,0.03%,93,1,0.02%,0.02%,96.51%,100.00%,7,0,10.77%,0.00%,$153.65,$0.00,7,0
B00DNGZ96S,B00DNGZ2R4,Teenage Mutant Ninja Turtles TMNT Michelangelo Costume Green T-Shirt with Orange Eye Mask (Adult X-Large),tmnt045Mike-XL,69,0,0.02%,0.00%,89,0,0.02%,0.00%,97.59%,0.00%,7,0,10.14%,0.00%,$153.65,$0.00,7,0
B07CGRM51M,B00EVYMKJU,Disney Monsters University OK Oozma Kappa Member Adult Green T-Shirt (Adult Medium),monstersinc003-M,104,0,0.03%,0.00%,128,0,0.03%,0.00%,98.41%,0.00%,7,0,6.73%,0.00%,$139.65,$0.00,7,0
B00FH80GT0,B00FH80GT0,Tuxedo Tux Adult Green Inflatable Chub Suit ® Costume,chubsuitcostume002-green,167,4,0.06%,0.12%,259,4,0.07%,0.09%,91.51%,50.00%,7,0,4.19%,0.00%,$139.65,$0.00,7,0
B07C58YG3R,B00FI3OPBE,Jeffrey The Dude Zip Up Costume Cardigan Sweater (Adult XX-Large),bigl032-XXL,283,7,0.09%,0.21%,344,7,0.09%,0.16%,98.80%,100.00%,7,0,2.47%,0.00%,$475.65,$0.00,7,0
B07BTQNG2Z,B00FXSLNLO,Napoleon Dynamite Vote for Pedro T-Shirt (Medium) White,pedro001-M,195,0,0.06%,0.00%,239,0,0.06%,0.00%,97.86%,0.00%,7,0,3.59%,0.00%,$153.65,$0.00,7,0
B07BJB2NYL,B00I8UG6ZM,Dr. Seuss Oversized Cat in The Hat Turquoise Blue Juniors T-Shirt Tee (Juniors XX-Large),drseuss015-XXL,127,4,0.04%,0.12%,185,6,0.05%,0.14%,98.88%,83.33%,7,0,5.51%,0.00%,$160.65,$0.00,7,0
B00OJOXUJG,B00OJOY5XG,DC Comics Superman Silver Logo Men's Performance Compression Athletic T-Shirt (Adult X-Large),super068-XL,117,2,0.04%,0.06%,142,2,0.04%,0.05%,98.53%,100.00%,7,0,5.98%,0.00%,$139.65,$0.00,7,0
B072Y9LPX3,B00U0HY34W,Ripple Junction Hooters Girl Classic Waitress Role Play Costume Uniform Outfit w/Tank Top Shorts Adult Women's Large Orange White,HJCO2021-HootersCostume-FBA-L,"1,414",21,0.47%,0.64%,"1,752",30,0.45%,0.70%,6.65%,28.57%,7,0,0.50%,0.00%,$349.65,$0.00,7,0
B00UM22VAI,B00UM294EE,"Disguise Women's Rainbow Dash Adult Costume Wings, Blue, One Size",85536-RDashWingsAd,190,0,0.06%,0.00%,258,0,0.07%,0.00%,99.61%,0.00%,7,0,3.68%,0.00%,$116.62,$0.00,7,0
B0147HQ3WA,B0145Q39LQ,Where's Waldo DELUXE Costume Set (Adult Medium),waldocostumeDELUXE-M,72,0,0.02%,0.00%,90,0,0.02%,0.00%,94.74%,0.00%,8,0,11.11%,0.00%,$231.60,$0.00,7,0
B07C5D48QB,B015L2QSEI,Macho Man Star Printed Costume Bandana (Pink),machomanbandana-Pink,129,1,0.04%,0.03%,153,1,0.04%,0.02%,95.92%,0.00%,7,0,5.43%,0.00%,$69.65,$0.00,7,0
B07BSTHY1T,B01BKOJED8,Mash Men's M.A.S.H. 4077th Red Cross T-Shirt Military Green M,mash003-M,87,1,0.03%,0.03%,103,1,0.03%,0.02%,94.79%,100.00%,8,0,9.20%,0.00%,$175.60,$0.00,7,0
B07C2P6CHX,B01JGPD466,Metallica Logo Blue T-Shirt (Adult Small),metallica003-S,184,4,0.06%,0.12%,213,4,0.05%,0.09%,99.35%,100.00%,7,1,3.80%,25.00%,$167.41,$23.71,7,1
B01LZDDTNV,B01LY2O80S,Rowdy Piper T-shirt and Kilt Costume Set (Adult Large),hotrodcostumeset-L,103,0,0.03%,0.00%,125,0,0.03%,0.00%,97.52%,0.00%,7,0,6.80%,0.00%,$209.65,$0.00,7,0
B01LZDDTNV,B01LZ1S426,Rowdy Piper T-shirt and Kilt Costume Set (Adult X-Large),hotrodcostumeset-XL,223,2,0.07%,0.06%,264,2,0.07%,0.05%,98.46%,100.00%,7,0,3.14%,0.00%,$209.65,$0.00,7,0
