(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B015G9UX9C,B015G9UX9C,Teenage Mutant Ninja Turtles 4 Felt Eye Masks,tmnteyemaskset,"5,472",69,1.81%,2.11%,"7,438",111,1.91%,2.57%,96.81%,99.10%,412,10,7.53%,14.49%,"$6,569.20",$157.30,329,7
B016X4YE6W,B016X4YE6W,Fight Soap Salesman Red Sunglasses,fightclubglasses001,"3,246",3,1.07%,0.09%,"5,032",4,1.29%,0.09%,84.82%,100.00%,168,1,5.18%,33.33%,"$3,015.60",$17.95,167,1
B0054KMWQG,B0054KMWQG,Caddyshack Bushwood Country Club Red Baseball Cap Hat,caddyshackhat001,734,10,0.24%,0.31%,972,13,0.25%,0.30%,99.07%,100.00%,157,9,21.39%,90.00%,"$2,797.22",$158.57,127,3
B09JT5NT8K,B09JT5NT8K,Soap Loofah Bubbles Adult Costume Set Cosplay,SoapLoofahCostume,840,2,0.28%,0.06%,"1,221",4,0.31%,0.09%,99.18%,100.00%,103,0,12.26%,0.00%,"$4,362.85",$0.00,101,0
B08HSKFR18,B08HSKFR18,Costume Agent Peephole Picture Frame Tv Show Sitcom Yellow Door Frame,PeepholeFrame,"1,040",11,0.34%,0.34%,"1,339",14,0.34%,0.32%,98.58%,100.00%,89,0,8.56%,0.00%,"$1,293.55",$0.00,81,0
B07BMD7NCZ,B07BMD7NCZ,Michael's Secret Stuff Office TV Show Halloween Cosplay Costume Prop Accessory,SecretStuffWaterBottle,"2,465",31,0.81%,0.95%,"3,035",37,0.78%,0.86%,96.80%,100.00%,81,1,3.29%,3.23%,"$1,534.76",$18.76,74,1
B09YT1P55X,B09YT1P55X,Costume Agent Cheeseburger Backpack Universe Hamburger Daypack One Size,CheeseburgerBackPack,"1,666",9,0.55%,0.28%,"2,388",13,0.61%,0.30%,91.79%,84.62%,76,0,4.56%,0.00%,"$3,362.20",$0.00,73,0
B014Q6VNV8,B014Q6VNV8,Ripple Junction Caddyshack Movie Carl Spackler Character Camo Golf Bucket Hat,caddyshackhat003,598,6,0.20%,0.18%,788,9,0.20%,0.21%,99.49%,100.00%,90,0,15.05%,0.00%,"$1,615.50",$0.00,68,0
B0099U0LZ6,B0099U0LZ6,Sons of Anarchy SOA Reaper Crew Fitted Baseball Cap Hat (Adult Large/X-Large) Black,soahat005-L/XL,"1,258",12,0.42%,0.37%,"1,681",15,0.43%,0.35%,95.12%,100.00%,70,7,5.56%,58.33%,"$1,533.49",$150.64,64,2
B005Y4I6VW,B005Y4I6VW,Fear and Loathing in Las Vegas Hunter S. Thompson Costume Sunglasses - Classic Large Metal Frame Sun Glasses for Adult,fearloathingglasses,759,13,0.25%,0.40%,"1,037",19,0.27%,0.44%,99.13%,84.21%,61,0,8.04%,0.00%,$850.95,$0.00,57,0
B009AWAOQ4,B009AWAOQ4,SOA Sons of Anarchy Reaper Crew Fitted Baseball Cap Hat (Adult Small/Medium) Black,soahat005-S/M,"1,427",9,0.47%,0.28%,"1,939",9,0.50%,0.21%,96.85%,100.00%,52,0,3.64%,0.00%,"$1,037.40",$0.00,50,0
B0BPV8H5PW,B0BPTR7ZF9,Costume Agent Spider Purple Pink Superhero Ghost Pajama Zip Up Jumpsuit with Hood (5/6),220965-GhostSpiderOnesie-5-6,971,8,0.32%,0.25%,"1,199",9,0.31%,0.21%,98.89%,87.50%,50,0,5.15%,0.00%,"$1,647.50",$0.00,50,0
B07CMXY86F,B0046BHE8U,TV Store Superhero Costume Felt Eye Masks Assorted Colors (Red),tmntmasks-Red,"1,088",19,0.36%,0.58%,"1,441",35,0.37%,0.81%,98.38%,100.00%,50,0,4.60%,0.00%,$197.50,$0.00,48,0
B016X4YD3G,B016X4YD3G,Scarface Tony Montana Black Gradiant Sunglasses,scarfaceglasses001,888,4,0.29%,0.12%,"1,262",5,0.32%,0.12%,90.25%,80.00%,54,1,6.08%,25.00%,$861.30,$15.95,48,1
B07RJYX1Y6,B07RJYX1Y6,"Concept One Disney's Pixar Up Wilderness Explorer Cotton Adjustable Baseball Hat with Curved Brim, Yellow, One Size",EMUP2001TV-UpHat,"1,241",8,0.41%,0.25%,"1,738",13,0.45%,0.30%,54.20%,46.15%,52,0,4.19%,0.00%,"$1,093.40",$0.00,47,0
B07BTW25WY,B0039VQGT6,Costume Agent Big Trouble Little China Fu Manchu White Men's Tank Top (X-Large),btlc004-XL,257,2,0.08%,0.06%,325,2,0.08%,0.05%,96.62%,100.00%,45,0,17.51%,0.00%,"$1,032.75",$0.00,45,0
B009Q73R1M,B009Q73R1M,Caddyshack Bushwood Country Club Golf White Baseball Hat,caddyshackhat002,600,8,0.20%,0.25%,871,10,0.22%,0.23%,42.14%,40.00%,61,14,10.17%,175.00%,"$1,374.33",$295.68,43,1
B08NCQFD4Q,B08NCQFD4Q, ,6665614-yellowstobeBaseHat,698,9,0.23%,0.28%,976,10,0.25%,0.23%,38.42%,30.00%,45,0,6.45%,0.00%,"$1,077.75",$0.00,43,0
B001OV92PS,B001OV92PS,Adult Unisex MASH TV Show Medi-Vac Logo Olive Green Adjustable Baseball Hat,mashhat002,252,4,0.08%,0.12%,348,7,0.09%,0.16%,93.10%,100.00%,47,1,18.65%,25.00%,"$1,037.43",$21.73,42,1
B07BTW25WY,B0039VWOLA,Costume Agent Big Trouble Little China Fu Manchu White Men's Tank Top (Large),btlc004-L,345,5,0.11%,0.15%,466,7,0.12%,0.16%,97.77%,100.00%,42,1,12.17%,20.00%,$963.67,$22.72,42,1
B07C5D48QB,B015L2QT56,Macho Man Star Printed Costume Bandana (Red),machomanbandana-Red,275,1,0.09%,0.03%,371,1,0.10%,0.02%,97.77%,100.00%,42,0,15.27%,0.00%,$543.90,$0.00,42,0
B01M0USEIQ,B01M0USEIQ,Wayne's World Blow Up Guitar Music Costume Prop,blowupguitar,408,13,0.13%,0.40%,544,16,0.14%,0.37%,97.24%,56.25%,48,1,11.76%,7.69%,$813.43,$16.78,41,1
B07CRL3XFJ,B000HQ6Q3C,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: Large",hulk003-L,361,3,0.12%,0.09%,460,3,0.12%,0.07%,98.25%,100.00%,40,0,11.08%,0.00%,$958.00,$0.00,40,0
B01LBRL76Q,B01LBRLB2G,Caribbean Pirate Black Costume Boots (Large 12-13),100576BLACK-L,476,6,0.16%,0.18%,618,12,0.16%,0.28%,98.49%,100.00%,39,2,8.19%,33.33%,"$2,960.53",$150.38,39,2
B07CMXY86F,B0046BL756,Superhero Costume Felt Eye Masks Assorted Colors (Blue),tmntmasks-Blue,483,8,0.16%,0.25%,633,11,0.16%,0.25%,96.22%,100.00%,45,1,9.32%,12.50%,$177.71,$3.91,38,1
B07CKXLQW7,B01JGYNHFK,"COSTUME AGENT Big Lebowski Costume Pajama - Sweater Pajama Pants from The Dude Costume Big Lebowski | Men Pajama for Halloween Costume, Cosplay, Comic Con, Everyday Use &amp; Themed Birthday Party",biglpants001-XL,284,5,0.09%,0.15%,347,7,0.09%,0.16%,99.05%,100.00%,40,1,14.08%,20.00%,"$1,357.66",$33.61,38,1
B09KS5M1P8,B0934F1DB6,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, x_s, Regular, Raphael)",TMNTShirt-Youth-Raphael-XS,689,8,0.23%,0.25%,946,15,0.24%,0.35%,98.18%,100.00%,38,0,5.52%,0.00%,$758.10,$0.00,38,0
B09J1H1SWW,B09J1H1SWW,Mad Engine Simpsons Character All Over Backpack One Size Multicolor,99MUL-SimpsonsBackpack,699,6,0.23%,0.18%,"1,006",12,0.26%,0.28%,99.01%,100.00%,37,0,5.29%,0.00%,"$1,811.15",$0.00,37,0
B07CMXY86F,B0046BL74W,TV Store Superhero Costume Felt Eye Masks Assorted Colors (Orange),tmntmasks-Orange,291,6,0.10%,0.18%,419,8,0.11%,0.19%,96.93%,100.00%,40,0,13.75%,0.00%,$158.00,$0.00,36,0
B09542LZPC,B00FBPL6CK,"Ripple Junction Average Joes Dodgeball Costume 2 Pcs - Adult Yellow Jersey from Dodgeball Movie | Halloween Costume for Men & Women | Cosplay, Roleplay, Comic Con & Halloween Sports Costume",dodgeball003-L,361,4,0.12%,0.12%,492,6,0.13%,0.14%,98.92%,100.00%,40,0,11.08%,0.00%,"$1,909.60",$0.00,36,0
B01LBRL76Q,B01LBRLGPS,Caribbean Pirate Black Costume Boots (Medium 10-11),100576BLACK-M,478,10,0.16%,0.31%,582,13,0.15%,0.30%,99.41%,91.67%,37,1,7.74%,10.00%,"$2,809.39",$75.19,36,1
B07YNZVV7G,B07YNZVV7G,Costume Agent Adult Unisex Bret Hitman Hart Wrestler Replica Wrap Around Halloween Sunglasses,BretHitmanSunglasses,"1,073",4,0.35%,0.12%,"1,346",6,0.35%,0.14%,98.37%,100.00%,42,0,3.91%,0.00%,$963.90,$0.00,35,0
B00XLQUJ06,B00XLQUJ06,TMNT Teenage Mutant Ninja Turtles Multi Character Snack Container,tmntsnack001,"1,148",17,0.38%,0.52%,"1,501",20,0.39%,0.46%,98.07%,95.00%,34,0,2.96%,0.00%,$236.30,$0.00,34,0
B07CRL3XFJ,B000HQAXJK,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: X-Large",hulk003-XL,241,2,0.08%,0.06%,297,2,0.08%,0.05%,97.90%,100.00%,33,0,13.69%,0.00%,$790.35,$0.00,33,0
B07CMXY86F,B0046BEKLE,Superhero Costume Felt Eye Masks Assorted Colors (Purple),tmntmasks-Purple,245,5,0.08%,0.15%,334,8,0.09%,0.19%,97.42%,100.00%,37,0,15.10%,0.00%,$146.15,$0.00,33,0
B07XLVBQM4,B07XLVBQM4,The Queen of Music Studded Belt and Armband Adult Halloween Costume Accessory Cosplay,100980-TheQueenMusicBeltArmband,333,4,0.11%,0.12%,472,13,0.12%,0.30%,81.57%,92.31%,34,3,10.21%,75.00%,"$1,017.40",$88.95,33,3
B09KS5M1P8,B09345RR9J,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, x_s, Regular, Michelangelo)",TMNTShirt-Youth-Mike-XS,663,4,0.22%,0.12%,911,4,0.23%,0.09%,97.52%,100.00%,33,0,4.98%,0.00%,$658.35,$0.00,33,0
B09BRTSWCD,B09BRTSWCD,"Changes Yellowstone Dutton Ranch Y Logo Established 1886 Kevin stner Belt Buckle 66-57, Silver",6695057-yellowstoneBeltBuckle,558,5,0.18%,0.15%,752,5,0.19%,0.12%,94.15%,80.00%,34,0,6.09%,0.00%,$814.30,$0.00,33,0
B00KBB18IG,B001L6FYWG,The Simpsons Duff Beer Mens Red Adjustable Snap Back Hat,simpsonsduffhat,840,6,0.28%,0.18%,"1,059",6,0.27%,0.14%,98.68%,100.00%,33,1,3.93%,16.67%,$775.27,$23.27,32,1
B003SXGN7K,B003SXGN7K,Community Troy and Abed Mug,communitymug,308,4,0.10%,0.12%,452,7,0.12%,0.16%,93.58%,100.00%,35,0,11.36%,0.00%,$711.25,$0.00,32,0
B09KS5M1P8,B0B72DPVB2,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, s, Regular, Michelangelo)",TMNTShirt-Youth-Mike-S,344,0,0.11%,0.00%,474,0,0.12%,0.00%,98.86%,0.00%,32,0,9.30%,0.00%,$638.40,$0.00,32,0
B09FJ3J485,B09FJ2Y36Z,Crew Mate Astronaut Among Space Halloween Costume Inflatable Chub Suit,220859-CrewMate-Red-STD,"1,771",7,0.59%,0.21%,"2,332",7,0.60%,0.16%,97.93%,83.33%,31,0,1.75%,0.00%,$742.45,$0.00,31,0
B0BPV8H5PW,B0BPTLD8CX,Costume Agent Spider Purple Pink Superhero Ghost Pajama Zip Up Jumpsuit with Hood (7/8),220965-GhostSpiderOnesie-7-8,326,0,0.11%,0.00%,398,0,0.10%,0.00%,97.11%,0.00%,31,0,9.51%,0.00%,"$1,021.45",$0.00,31,0
B01LBRL76Q,B01LBRLFSQ,Caribbean Pirate Black Costume Boots (Small 8-9),100576BLACK-S,"1,411",20,0.47%,0.61%,"1,933",25,0.50%,0.58%,99.81%,100.00%,30,0,2.13%,0.00%,"$2,278.50",$0.00,30,0
B0041E5DF8,B0041E5DF8,The Hangover Alan Man Purse Satchel Bag,hangoversatchel,583,6,0.19%,0.18%,743,6,0.19%,0.14%,97.58%,100.00%,30,0,5.15%,0.00%,"$1,199.70",$0.00,29,0
B00K34OI06,B00K34OI06,Progressive Flo Costume Set Standard White,flocostume001,"1,696",14,0.56%,0.43%,"2,114",16,0.54%,0.37%,99.15%,100.00%,30,1,1.77%,7.14%,"$1,348.05",$44.50,29,1
B08JZGFKGH,B07GK2B88J,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Raphael,Large)",tmnt016-Raph-Mens-L,"1,012",16,0.33%,0.49%,"1,345",20,0.35%,0.46%,39.08%,20.00%,29,0,2.87%,0.00%,$578.55,$0.00,29,0
B0887M6B4H,B0887TD8ZM,Hollywood Champion Adult White T-Shirt,3001-White-ChampionShirt-L,219,0,0.07%,0.00%,260,0,0.07%,0.00%,98.41%,0.00%,30,0,13.70%,0.00%,$688.50,$0.00,29,0
B09BXCJ37S,B09BXCJ37S,"Costume Agent Russell Cosplay UP Deluxe Halloween Costume For Men’s & Women’s | Complete Set with Hat, Hanker-chief, Sash & Flag - Perfect For Cosplays Events, Halloween & Themed Parties.",220839-SashFlag,918,13,0.30%,0.40%,"1,252",14,0.32%,0.32%,96.33%,100.00%,29,0,3.16%,0.00%,"$1,970.55",$0.00,29,0
B0BF6PFKLT,B0BF6PFKLT,Ghost Ghoul Hunter Gloves and Belt Set Buster Halloween Costume,220941-GhostbustersGlovesBeltSet,501,3,0.17%,0.09%,689,3,0.18%,0.07%,97.68%,100.00%,35,2,6.99%,66.67%,"$1,222.90",$69.55,29,2
B0BGMZRRYL,B0BGMZRRYL,Hangover Baby Carlos Doll Carrier and Glasses Halloween Costume Cosplay Accessory Multicolor,103015-BabyCarlosDollGlasses,574,9,0.19%,0.28%,733,10,0.19%,0.23%,97.00%,90.00%,30,0,5.23%,0.00%,"$1,018.50",$0.00,29,0
B09RQ4KQPB,B00OPISZQE,RIC Flair Nature Boy Costume Robe and Wig Yellow,ricflare001-yellow,672,9,0.22%,0.28%,895,12,0.23%,0.28%,96.20%,100.00%,33,1,4.91%,11.11%,"$1,482.90",$44.50,28,1
B07HHHWTBS,B07HHHWTBS,Christmas Vacation Cousin Eddie White Robe and Belt Costume Set,CousinEddieWhiteRobe-220703,660,4,0.22%,0.12%,908,4,0.23%,0.09%,99.67%,100.00%,29,0,4.39%,0.00%,"$1,275.71",$0.00,28,0
B07CRL3XFJ,B000HQ6Q4Q,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: XX-Large",hulk003-XXL,201,1,0.07%,0.03%,254,1,0.07%,0.02%,97.96%,100.00%,28,0,13.93%,0.00%,$698.60,$0.00,27,0
B002STMH70,B002STMH70,Saved by the Bell AC Slater Costume Wig,acwig,288,0,0.10%,0.00%,372,0,0.10%,0.00%,98.12%,0.00%,27,0,9.38%,0.00%,$457.65,$0.00,27,0
B0044M7KWQ,B0044M7KWQ,The Hangover Alan Movie Costume Sunglasses Glasses Replica,hangoverglasses,314,3,0.10%,0.09%,417,3,0.11%,0.07%,97.60%,100.00%,29,0,9.24%,0.00%,$492.71,$0.00,27,0
B008YOLRDS,B008YOLRDS,Serenity Firefly Jayne Ear Flap Knit Adult Hat Beanie,serenityhat001,360,9,0.12%,0.28%,455,11,0.12%,0.25%,96.70%,100.00%,27,0,7.50%,0.00%,$592.65,$0.00,27,0
B01JSH2B0C,B01JSFMZF0,Suicide Squad Harley Quinn Daddy's Little Monster Women's Top with Rips (X-Large) White/Red,suicidesquad003-XL,806,13,0.27%,0.40%,"1,118",20,0.29%,0.46%,97.89%,100.00%,27,0,3.35%,0.00%,$768.65,$0.00,27,0
B08JZGFKGH,B07GJWVGTD,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Leonardo,Large)",tmnt016-Leo-Mens-L,"1,404",20,0.46%,0.61%,"1,992",33,0.51%,0.76%,25.60%,18.18%,30,0,2.14%,0.00%,$598.50,$0.00,27,0
B07HPD9V7Q,B07HPD9V7Q,Unisex Ultimate Warrior Wrestler Halloween Cosplay Costume Wristband & Armbands,ultimatewarriorbandSet,297,4,0.10%,0.12%,392,4,0.10%,0.09%,98.98%,100.00%,28,0,9.43%,0.00%,$418.60,$0.00,27,0
B08JZGFKGH,B07GJXTJFL,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Michelangelo,Large)",tmnt016-Mike-Mens-L,"1,045",11,0.35%,0.34%,"1,376",18,0.35%,0.42%,32.68%,15.38%,26,0,2.49%,0.00%,$518.70,$0.00,26,0
B09KS5M1P8,B0B72CH4FY,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, s, Regular, Raphael)",TMNTShirt-Youth-Raphael-S,219,2,0.07%,0.06%,286,3,0.07%,0.07%,97.36%,100.00%,27,0,12.33%,0.00%,$538.65,$0.00,26,0
B07CRL3XFJ,B000HQ6Q28,"Hulk Hogan ""Hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: Medium",hulk003-M,216,1,0.07%,0.03%,266,2,0.07%,0.05%,96.09%,0.00%,25,0,11.57%,0.00%,$598.75,$0.00,25,0
B07CKDD29N,B0019CEOXC,Rocky Balboa Apollo Movie Boxing American Flag Shorts (Large) Multicolor,ApolloShorts-L,462,2,0.15%,0.06%,597,2,0.15%,0.05%,99.47%,100.00%,29,0,6.28%,0.00%,$594.55,$0.00,25,0
B07BTW25WY,B0039VUMJG,Costume Agent Big Trouble Little China Fu Manchu White Men's Tank Top (Medium),btlc004-M,511,7,0.17%,0.21%,646,9,0.17%,0.21%,98.58%,100.00%,25,0,4.89%,0.00%,$573.75,$0.00,25,0
B01LBRL76Q,B01LBRLA6S,Caribbean Pirate Brown Costume Boots (Large 12-13),100576BROWN-L,198,4,0.07%,0.12%,255,6,0.07%,0.14%,94.15%,40.00%,25,0,12.63%,0.00%,"$1,898.75",$0.00,24,0
B08JZGFKGH,B07GK9B91K,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Donatello,Medium)",tmnt016-Don-Mens-M,846,12,0.28%,0.37%,"1,093",20,0.28%,0.46%,27.25%,14.29%,24,0,2.84%,0.00%,$478.80,$0.00,24,0
B07XYDVKMS,B07XYDVKMS,Viking Furry Blue Hat Helmet Adult Halloween Costume Accessory,100600-BlueVikingHelmet,190,4,0.06%,0.12%,241,5,0.06%,0.12%,97.51%,100.00%,31,0,16.32%,0.00%,$680.45,$0.00,24,0
B07BNVPY2K,B01JSFN2Y8,DC Comics Suicide Squad Harley Quinn DELUXE Sequins Panty (Small) Red/Blue,suicidesquad004-FBA-S,569,9,0.19%,0.28%,823,23,0.21%,0.53%,99.00%,100.00%,23,0,4.04%,0.00%,$665.85,$0.00,23,0
B07BTFD7NQ,B07BTFD7NQ,Hulk Hogan Hulkamania Red Feather Boa,redboa001N,159,0,0.05%,0.00%,175,0,0.04%,0.00%,98.29%,0.00%,24,0,15.09%,0.00%,$239.76,$0.00,23,0
B07FDL126R,B07FDL126R,Retro 80s Aerobics Instructor Deluxe Wig and Headband Costume Set,RetroWigHeadband-1191,290,8,0.10%,0.25%,433,16,0.11%,0.37%,97.23%,87.50%,23,2,7.93%,25.00%,$596.33,$51.38,23,2
B09KS5M1P8,B0934326MZ,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, s, Regular, Donatello)",TMNTShirt-Youth-Donatello-S,311,3,0.10%,0.09%,387,3,0.10%,0.07%,96.39%,100.00%,23,0,7.40%,0.00%,$458.85,$0.00,23,0
B09KS5M1P8,B0B72BKG2W,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, m, Regular, Michelangelo)",TMNTShirt-Youth-Mike-M,255,1,0.08%,0.03%,332,2,0.09%,0.05%,95.71%,100.00%,24,0,9.41%,0.00%,$478.80,$0.00,23,0
B0BKTG5GTZ,B0BKTGQBXZ,Kool Aid Trek Day Tie Dye T-Shirt for Mens and Womens Multicolor,HEKA00ZMSC-KoolAidShirt-L,695,8,0.23%,0.25%,842,8,0.22%,0.19%,98.68%,100.00%,26,0,3.74%,0.00%,$260.00,$0.00,23,0
B07CKFHYJT,B00BJQKHJI,Step Brothers Pablo Cruise Adult Gray and Maroon Raglan T-Shirt (Adult XX-Large),stepbros010-XXL,276,1,0.09%,0.03%,327,2,0.08%,0.05%,99.36%,100.00%,22,0,7.97%,0.00%,$548.90,$0.00,22,0
B07YZTT6F3,B00U0IHLE0,Ripple Junction The Big Lebowski Team Dude Bowling Gold Button-Down Shirt Costume (Adult X-Large),bigldudecostume001-XL,380,6,0.13%,0.18%,475,7,0.12%,0.16%,98.70%,100.00%,22,2,5.79%,33.33%,$878.10,$79.10,22,2
B08JZGFKGH,B07GJXVPS9,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Donatello,Large)",tmnt016-Don-Mens-L,890,17,0.29%,0.52%,"1,140",21,0.29%,0.49%,29.59%,35.71%,22,1,2.47%,5.88%,$438.70,$19.75,22,1
B08LQMJN5L,B08LQMBGYK,"Power Rangers Pink Costume T-Shirt(Pink,Large)",PowerRangers-Pink-SLShirt-L,370,7,0.12%,0.21%,508,9,0.13%,0.21%,53.90%,60.00%,23,1,6.22%,14.29%,$458.65,$19.75,22,1
B09KS5M1P8,B0933PQFMK,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, m, Regular, Donatello)",TMNTShirt-Youth-Donatello-M,274,2,0.09%,0.06%,360,2,0.09%,0.05%,98.52%,100.00%,22,0,8.03%,0.00%,$438.90,$0.00,22,0
B0B4F8PR2W,B0B4F8PR2W,Christmas Vacation Cousin Eddie White Robe Belt and Trapper Faux Hat Costume Set,CousinEdRobe-Hat-SET,306,2,0.10%,0.06%,415,2,0.11%,0.05%,100.00%,100.00%,23,0,7.52%,0.00%,"$1,424.85",$0.00,22,0
B0BGVMPWHQ,B0BGVMPWHQ,Golfing Colorful Judge Smails Halloween Costume Fedora Hat,220930-CaddyShackHat,220,6,0.07%,0.18%,292,10,0.08%,0.23%,99.66%,100.00%,22,0,10.00%,0.00%,$658.90,$0.00,22,0
B07CSCKQPZ,B000BBABA2,"Sanford and Son ""Buy and Sell Junk"" T-shirt Grey",sanford064-XL,139,0,0.05%,0.00%,182,0,0.05%,0.00%,98.21%,0.00%,21,0,15.11%,0.00%,$397.95,$0.00,21,0
B07CKFHYJT,B00BJQKCPC,Step Brothers Pablo Cruise Adult Gray and Maroon Raglan T-Shirt (Adult X-Large),stepbros010-XL,110,3,0.04%,0.09%,126,4,0.03%,0.09%,97.44%,100.00%,21,0,19.09%,0.00%,$523.95,$0.00,21,0
B00MEDQ1XQ,B09GL5NX9P,"Costume Agent A League of Their Own Costume 3 Pcs - Rockford Peaches Costume AAGPBL with Red Hat & Belt | Baseball Dress for Comic Con, Cosplay, Themed Birthday Party & Halloween Costumes for Women",leagueoftheirowncostume-FBA-L/XL,703,14,0.23%,0.43%,879,15,0.23%,0.35%,98.57%,92.86%,22,0,3.13%,0.00%,"$1,297.78",$0.00,21,0
B0BGMDXHGL,B0BGMCSGLJ,"Bel Air Prince Green Shirt, Shorts and Hat Halloween Costume Cosplay",220901-FreshPrinceCostume-L,225,1,0.07%,0.03%,302,1,0.08%,0.02%,93.75%,100.00%,21,0,9.33%,0.00%,"$1,028.79",$0.00,21,0
B001GN1H0M,B001GN1H0M,BATMAN Halloween Costume Cosplay The Dark Knight Jok Aer Playing Cards Accessory,jokercards,581,8,0.19%,0.25%,773,13,0.20%,0.30%,94.05%,100.00%,21,0,3.61%,0.00%,$355.95,$0.00,20,0
B07BTW25WY,B0039VOALM,Costume Agent Big Trouble Little China Fu Manchu White Men's Tank Top (XX-Large),btlc004-XXL,135,2,0.04%,0.06%,173,2,0.04%,0.05%,98.04%,100.00%,20,0,14.81%,0.00%,$459.00,$0.00,20,0
B00NMSZ3XG,B00NMSZ3XG,Anchorman Sex Panther Cologne 1.7 oz with Panther Bottle,sexpanthercologne003,387,2,0.13%,0.06%,474,2,0.12%,0.05%,97.26%,100.00%,20,0,5.17%,0.00%,$879.00,$0.00,20,0
B012EEA55Y,B012EEENJS,German Alpine Bavarian Oktoberfest Grey Costume Hat with Feather (Grey),germanhat001-grey,159,0,0.05%,0.00%,243,0,0.06%,0.00%,94.83%,0.00%,26,0,16.35%,0.00%,$295.50,$0.00,20,0
B01L2EGI58,B01L2EGI58,Rocky Black Italian Stallion Boxer Shorts (Adult Medium),rockyshorts-M,348,0,0.12%,0.00%,514,0,0.13%,0.00%,97.86%,0.00%,21,0,6.03%,0.00%,$439.95,$0.00,20,0
B01LBRL76Q,B01LBRLEX2,Caribbean Pirate Black Costume Boots (X-Large 14),100576BLACK-XL,317,12,0.10%,0.37%,402,13,0.10%,0.30%,98.30%,100.00%,23,4,7.26%,33.33%,"$1,743.81",$300.76,20,3
B000H6PAGG,B000H6PAGG,X-Men Z69 BELT BUCKLE,RO-ARWZ-IIN8,495,4,0.16%,0.12%,674,7,0.17%,0.16%,97.33%,100.00%,20,1,4.04%,25.00%,$398.80,$19.75,19,1
B07CBCX8VV,B001C40Y1I,"The Office Michael Scott's Fun Run Race Blue T-Shirt Tee, Large",Office008-L,127,1,0.04%,0.03%,151,1,0.04%,0.02%,97.18%,100.00%,20,0,15.75%,0.00%,$375.80,$0.00,19,0
B002EAURCK,B002EAURCK,House M.D. Oversized Tennis Ball,houseball,276,3,0.09%,0.09%,405,3,0.10%,0.07%,70.12%,100.00%,19,0,6.88%,0.00%,$379.05,$0.00,19,0
B07C5J9R6F,B0054RW2D2,Scott Pilgrim vs. The World Movie Wristband (Green & White),scottpilgrimwristband-GreenandWhite,171,0,0.06%,0.00%,254,0,0.07%,0.00%,91.97%,0.00%,24,0,14.04%,0.00%,$142.80,$0.00,19,0
B07BV15X7N,B00FZ3LPUQ,Power Rangers Pink Baby Ranger Costume Romper Onesie (0-6 Months),powerrangers018pink-0/6,250,2,0.08%,0.06%,327,3,0.08%,0.07%,98.94%,100.00%,20,0,8.00%,0.00%,$399.00,$0.00,19,0
B08JZGFKGH,B07GJXT48C,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Raphael,XXL)",tmnt016-Raph-Mens-2XL,463,5,0.15%,0.15%,589,5,0.15%,0.12%,51.36%,25.00%,19,0,4.10%,0.00%,$379.05,$0.00,19,0
B08JZGFKGH,B07GJYJCJZ,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Donatello,X-Large)",tmnt016-Don-Mens-XL,"1,385",16,0.46%,0.49%,"1,751",18,0.45%,0.42%,30.69%,0.00%,19,0,1.37%,0.00%,$379.05,$0.00,19,0
B084PZDKRH,B07GSG8ZHL,Costume Agent Personalized Add Your Own Image Custom Adult Sublimation Capes White,CustomSublimationCape-BlackWhite,443,11,0.15%,0.34%,673,12,0.17%,0.28%,98.47%,100.00%,21,1,4.74%,9.09%,$481.72,$22.72,19,1
