(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07HGJ2XCP,B07HGJNR1S,Underboss Harry Potter Halloween Costume Black Long Robe with Hood,HufflepuffRobe-FBA-S/M,9,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$50.99,$0.00,1,0
B07HHKTPBF,B07HHLN57Z,A Christmas Story Major Award with Leg Lamp Red Lounge Pants (Adult Medium),LegLampRedPants-WR0314-52-M,28,0,0.01%,0.00%,35,0,0.01%,0.00%,97.14%,0.00%,1,0,3.57%,0.00%,$27.95,$0.00,1,0
B07HQXH59Q,B07HQX57TN,Costume Agent Dodgeball Purple Cobras Halloween Costume For Men & Women - Jersey Top and Pants | Halloween Costume Set for Adults | Embrace the Spirit of the Dodgeball Movie,DodgeballCobrasCostumeSet-M,24,0,0.01%,0.00%,27,0,0.01%,0.00%,76.19%,0.00%,1,0,4.17%,0.00%,$55.95,$0.00,1,0
B07HQXH59Q,B07HQYXFV1,Costume Agent Dodgeball Purple Cobras Halloween Costume For Men & Women - Jersey Top and Pants | Halloween Costume Set for Adults | Embrace the Spirit of the Dodgeball Movie,DodgeballCobrasCostumeSet-3XL,23,0,0.01%,0.00%,33,0,0.01%,0.00%,50.00%,0.00%,1,0,4.35%,0.00%,$55.95,$0.00,1,0
B07HQXH59Q,B07HQZG3QD,Costume Agent Dodgeball Purple Cobras Halloween Costume For Men & Women - Jersey Top and Pants | Halloween Costume Set for Adults | Embrace the Spirit of the Dodgeball Movie,DodgeballCobrasCostumeSet-S,43,1,0.02%,0.04%,60,2,0.02%,0.06%,81.13%,0.00%,1,0,2.33%,0.00%,$55.95,$0.00,1,0
B07HRYDRFB,B07HRYZWTF,Coca Cola Coke Red Women's Leggings (Juniors Large),CocaColaLeggings-CCXX1-L,14,0,0.01%,0.00%,18,0,0.01%,0.00%,61.11%,0.00%,1,0,7.14%,0.00%,$24.99,$0.00,1,0
B07C5CW9MR,B07HXJKYWX,Revenge of the Nerds Tri Lambda Black with White Mens Costume Cardigan Sweater (3X-Large),revengenerds005-3XL,14,0,0.01%,0.00%,15,0,0.01%,0.00%,78.57%,0.00%,1,0,7.14%,0.00%,$54.95,$0.00,1,0
B07JCDHMCP,B07JCDHMCP,Uncle Drew Adult Hallloween Costume Accessory Wig Beard and Glasses Set Gray,UncleDrew-1235,17,0,0.01%,0.00%,26,0,0.01%,0.00%,96.15%,0.00%,1,0,5.88%,0.00%,$22.95,$0.00,1,0
B07JFN4DBD,B07JFY6QQV,Wu Tang Clan Logo Toss Pajama Union Suit (Adult XX-Large) Black,WuTangUnionSuit-LN0011-XXL,21,0,0.01%,0.00%,24,0,0.01%,0.00%,95.83%,0.00%,1,0,4.76%,0.00%,$41.95,$0.00,1,0
B07JKFBJB5,B07JJJPM44,National Lampoon's Christmas Vacation Shitter's Full Pajama Union Suit (Adult X-Large) Red,ShittersFullUnionSuit-WR0317-XL,5,0,0.00%,0.00%,5,0,0.00%,0.00%,80.00%,0.00%,1,0,20.00%,0.00%,$39.99,$0.00,1,0
B07JQWCNWH,B07JQJRJTS,Home Alone Merry Christmas Ya Filthy Animal Lounge Pants (Adult Medium) Red,FilthyAnimalLoungePants-XF003-M,11,0,0.00%,0.00%,12,0,0.00%,0.00%,75.00%,0.00%,5,0,45.45%,0.00%,$99.75,$0.00,1,0
B07JQWCNWH,B07JQXPQDB,Home Alone Merry Christmas Ya Filthy Animal Lounge Pants (Adult Large) Red,FilthyAnimalLoungePants-XF003-L,10,0,0.00%,0.00%,12,0,0.00%,0.00%,54.55%,0.00%,2,0,20.00%,0.00%,$39.90,$0.00,1,0
B07JQWCNWH,B07JRDQX72,Home Alone Merry Christmas Ya Filthy Animal Lounge Pants (Adult XX-Large) Red,FilthyAnimalLoungePants-XF003-XXL,14,0,0.01%,0.00%,21,0,0.01%,0.00%,90.48%,0.00%,2,0,14.29%,0.00%,$39.90,$0.00,1,0
B07K6RGV85,B07K6RGV85,Costume Agent Festivus for The Rest of US 8 feet Lawn Inflatable Decoration,JH18-8FTFESTI,36,0,0.02%,0.00%,46,0,0.02%,0.00%,100.00%,0.00%,1,0,2.78%,0.00%,$49.99,$0.00,1,0
B07KPMX2SH,B07KPMQ7VQ,Wu Tang Clan Killer Bees Adult Black and Yellow Ugly Christmas Sweater (3X-Large),WuTangKillerBeesUCS-3XL,22,0,0.01%,0.00%,25,0,0.01%,0.00%,100.00%,0.00%,1,0,4.55%,0.00%,$54.99,$0.00,1,0
B07KPMX2SH,B07KPMQRPB,Wu Tang Clan Killer Bees Adult Black and Yellow Ugly Christmas Sweater (Medium),WuTangKillerBeesUCS-M,148,0,0.07%,0.00%,167,0,0.06%,0.00%,98.80%,0.00%,1,0,0.68%,0.00%,$54.99,$0.00,1,0
B07KPMX2SH,B07KPNCFM3,Wu Tang Clan Killer Bees Adult Black and Yellow Ugly Christmas Sweater (Small),WuTangKillerBeesUCS-S,18,0,0.01%,0.00%,26,0,0.01%,0.00%,92.31%,0.00%,1,0,5.56%,0.00%,$54.99,$0.00,1,0
B07KQKS62D,B07KQL7GQJ,"Costume Agent Light Up Christmas Sweater with Bells on Sleeves - I Love Xmas HOHOHO Ugly Christmas Sweater for Women & Men | Red and White Stripes, Green Xmas Tree Holiday Sweater with LED Lights",ILoveXmasUCS-S,27,1,0.01%,0.04%,29,1,0.01%,0.03%,100.00%,100.00%,1,1,3.70%,100.00%,$69.25,$69.25,1,1
B076JJDRSQ,B07KTD5G41,Briefly Stated National Lampoon's Christmas Vacation Clark's Dinosaur Pajama Set (XX-Large),NL029-ChristmasVacationPajamaSet-XXL,32,0,0.01%,0.00%,38,0,0.01%,0.00%,81.58%,0.00%,1,0,3.13%,0.00%,$49.95,$0.00,1,0
B076JJDRSQ,B07KTGXXSP,Briefly Stated National Lampoon's Christmas Vacation Clark's Dinosaur Pajama Set (XXX-Large),NL029-ChristmasVacationPajamaSet-3XL,26,0,0.01%,0.00%,29,0,0.01%,0.00%,88.89%,0.00%,1,0,3.85%,0.00%,$49.95,$0.00,1,0
B07KQKS62D,B07L17YKBZ,"Costume Agent Light Up Christmas Sweater with Bells on Sleeves - I Love Xmas HOHOHO Ugly Christmas Sweater for Women & Men | Red and White Stripes, Green Xmas Tree Holiday Sweater with LED Lights",ILoveXmasUCS-M,97,1,0.04%,0.04%,118,1,0.04%,0.03%,97.32%,100.00%,1,0,1.03%,0.00%,$69.95,$0.00,1,0
B07KWJGDMY,B07L42P1G2,The Sandlot You are Killin' Me Smalls Navy Ugly Christmas Sweater (Adult XX-Large),TheSandlotUCS-Navy-XXL,9,0,0.00%,0.00%,14,0,0.00%,0.00%,92.86%,0.00%,1,0,11.11%,0.00%,$36.95,$0.00,1,0
B07L3W5QCB,B07L44G442,3D T-Rex Red and Green Adult Ugly Christmas Sweater (X-Large),3DTRexUCS-XL,860,11,0.38%,0.43%,"1,007",13,0.34%,0.38%,99.30%,100.00%,1,0,0.12%,0.00%,$74.95,$0.00,1,0
B07KWJGDMY,B07L46L2NL,The Sandlot You are Killin' Me Smalls Red Ugly Christmas Sweater (Adult X-Large),TheSandlotUCS-Red-XL,16,0,0.01%,0.00%,21,0,0.01%,0.00%,100.00%,0.00%,1,0,6.25%,0.00%,$27.95,$0.00,1,0
B07R2DX51B,B07R2CKKQ9,Scott Pilgrim New Order Fact. 50 1981 Movement Adult White T-Shirt,scottpilgrim011-XL,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$29.95,$0.00,1,0
B07R6XZRDX,B07RCBCRQW,Bravado Guns n' Roses Use Your Illusion Adult White T-Shirt,GunsnRoses-12162218-XXL,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$25.95,$0.00,1,0
B07R6XZRDX,B07RCBZ5XP,Bravado Guns n' Roses Use Your Illusion Adult White T-Shirt,GunsnRoses-12162218-L,5,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$25.95,$0.00,1,0
B092161G5G,B07RCZ4XDG,Silent But Deadly Ninja Funny Adult T-Shirt Tee White,AMZ-silentdeadly1b-3001-Tee-White-2XL,3,0,0.00%,0.00%,7,0,0.00%,0.00%,50.00%,0.00%,1,0,33.33%,0.00%,$5.95,$0.00,1,0
B07RLWL2SK,B07RLWDMCC,InkPressions Custom Slides Sandals Personalized Slip-On Adult Mens,customslides1-6-blue,151,5,0.07%,0.20%,198,5,0.07%,0.15%,100.00%,100.00%,1,0,0.66%,0.00%,$29.95,$0.00,1,0
B07T9P6M4H,B07TBPT1PM,Disney Pixar Toy Story Woody Costume Juniors T-Shirt (X-Small),DSTS26MGS-WoodyJuniorsTshirt-XS,7,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$16.95,$0.00,1,0
B07TYG7V6X,B07V1W899H,Air Force Pilot Child Halloween Costume Jumpsuit Set,220715-AirForcePilotKidsCostume-2/3T,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$29.95,$0.00,1,0
B07TWHXL43,B07V2JWD6W,Adult Halloween Costume Lumbergh Mmmk Office Boss Shirt Combo Set Blue,204072-OfficeBossComboSet-L,12,0,0.01%,0.00%,14,0,0.00%,0.00%,90.00%,0.00%,1,0,8.33%,0.00%,$35.95,$0.00,1,0
B07TWJ6LMY,B07V2JWPJR,Custom Fireman Fire Fighter Child Costume Jacket and Pants Set,220710-FiremanChildCostume-10/12,11,0,0.00%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,$29.95,$0.00,1,0
B07TWHXPZY,B07V4NWWYN,Adult Halloween Costume President Pedro Button Down Shirt Blue,204073-PresidentPedroShirt-XL,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$38.95,$0.00,1,0
B07TWHXPZY,B07V5QC49W,Adult Halloween Costume President Pedro Button Down Shirt Blue,204073-PresidentPedroShirt-S,18,0,0.01%,0.00%,19,0,0.01%,0.00%,100.00%,0.00%,1,0,5.56%,0.00%,$38.95,$0.00,1,0
B07TTDH4CV,B07V6Q5XYG,Adult Halloween Costume Kip's Uncle Rico Shirt Blue,204071-UncleRicoShirt-L,13,0,0.01%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,$29.95,$0.00,1,0
B07TYHXFS5,B07V6RG71P,Adult Halloween Costume Quaggy Giggity Button Down Shirt Red,204074-QuaggyGiggityShirt-L,14,0,0.01%,0.00%,18,0,0.01%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$29.95,$0.00,1,0
B07VCLWXFJ,B07VDLX8FW,Toy Story I am Buzz Lightyear Adult Long Sleeve Costume T-Shirt for Cosplay and Halloween White,BuzzLightYearLongSleeveAdultShirt-XXL,8,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$28.95,$0.00,1,0
B07VFPX4Z9,B07VFPWCMV,Toy Story I am Woody Adult Costume T-Shirt - Disney Pixar Long Sleeve Tee Yellow,WoodyLongSleeveAdultShirt-FBA-XL,3,1,0.00%,0.04%,4,1,0.00%,0.03%,100.00%,100.00%,1,0,33.33%,0.00%,$32.95,$0.00,1,0
B07VCLWXFJ,B07VFPX2KC,Toy Story I am Buzz Lightyear Adult Long Sleeve Costume T-Shirt for Cosplay and Halloween White,BuzzLightYearLongSleeveAdultShirt-M,24,0,0.01%,0.00%,33,0,0.01%,0.00%,90.91%,0.00%,1,0,4.17%,0.00%,$28.95,$0.00,1,0
B07VN9XV6V,B07VQWD4H3,Scarface Tony Montana Hawaiian Adult Costume Button Up Shirt S/M Red,204075-TonyBadGuyShirt-S/M,92,0,0.04%,0.00%,117,0,0.04%,0.00%,94.69%,0.00%,1,0,1.09%,0.00%,$39.99,$0.00,1,0
B07TWJ6LMY,B07VTRBN7C,Fireman Fire Fighter Child Costume Jacket and Pants Set (Personalized 8/9),Custom-220710-FiremanChildCostume-8-9,6,0,0.00%,0.00%,16,0,0.01%,0.00%,87.50%,0.00%,1,0,16.67%,0.00%,$39.95,$0.00,1,0
B07TYG7V6X,B07VX9Z5LX,Air Force Pilot Child Halloween Costume Jumpsuit and Hat Set (Personalized 8/9),EMB-220715-AirForcePilotKids-8-9,4,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$49.95,$0.00,1,0
B07W9576ZF,B07W4S32PB,Chotchkies Women's Halloween Cosplay Costume Set (XX-Large),204087-ChotchkiesCostumeSet-XXL,6,0,0.00%,0.00%,15,0,0.01%,0.00%,93.33%,0.00%,1,0,16.67%,0.00%,$39.95,$0.00,1,0
B07W4S49RR,B07W5X4T88,Adult Halloween Costume Uncle Rico Jean Vest (Large/X-Large) Blue,204086-UncleRicoVest-L/XL,1,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$29.95,$0.00,1,0
B07W9576ZF,B07W6XL5W6,Chotchkies Women's Halloween Cosplay Costume Set (Large),204087-ChotchkiesCostumeSet-L,9,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$39.95,$0.00,1,0
B07W9576ZF,B07W81V851,Chotchkies Women's Halloween Cosplay Costume Set (X-Large),204087-ChotchkiesCostumeSet-XL,3,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$39.95,$0.00,1,0
B07WW6QCG6,B07WC4T7GY,"Shark Chub Suit Inflatable Adult Halloween Costume (Adult, Blue)",220079-SharkChubSuitBlue-Adult,92,0,0.04%,0.00%,114,0,0.04%,0.00%,88.04%,0.00%,1,0,1.09%,0.00%,$53.99,$0.00,1,0
B07WHDKKH8,B07WD57RQV,Costume Agent Adult Sunglasses Halloween Accessory Gothic Vampire Glasses (Red),100595-GothicVampireRedGlasses,83,0,0.04%,0.00%,106,0,0.04%,0.00%,97.03%,0.00%,1,0,1.20%,0.00%,$14.95,$0.00,1,0
B07WGHWX59,B07WDCZQ3D,Adult Pineapple Express Saul Halloween Costume Pants (X-Large) Red,PineappleExpressPants-XL,23,0,0.01%,0.00%,36,0,0.01%,0.00%,91.43%,0.00%,1,0,4.35%,0.00%,$29.95,$0.00,1,0
B07WDD8WTV,B07WDD97LJ,Adult Pineapple Express Saul T-Shirt and Pants Costume Set Multicoloured,PineappleExpressShirtPantsSet-XL,4,0,0.00%,0.00%,4,0,0.00%,0.00%,33.33%,0.00%,1,0,25.00%,0.00%,$41.95,$0.00,1,0
B07WF8XMHN,B07WF8XMHN,Halloween Costume Cosplay Once Upon a Time in Hollywood Aviator Glasses,100593-GoldAviatorGlasses,33,0,0.01%,0.00%,40,0,0.01%,0.00%,72.50%,0.00%,1,0,3.03%,0.00%,$14.95,$0.00,1,0
B07WGHWX59,B07WFHNP35,Adult Pineapple Express Saul Halloween Costume Pants (Large) Multicolor,PineappleExpressPants-L,15,0,0.01%,0.00%,16,0,0.01%,0.00%,87.50%,0.00%,1,0,6.67%,0.00%,$29.95,$0.00,1,0
B07VT77F4W,B07WG3WN25,Adult Cowboy Sheriff Woody Deluxe Costume Boots,100584-SheriffBoots-6/7,20,1,0.01%,0.04%,29,1,0.01%,0.03%,96.55%,100.00%,1,0,5.00%,0.00%,$59.95,$0.00,1,0
B07VQ8N7PK,B07WG3WV1Z,Adult Dynamite Deluxe Costume Moon Boots Size 8/9,100585-MoonBoots-8/9,12,0,0.01%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,$47.99,$0.00,1,0
B07WHKBBWJ,B07WHKBBWJ,Disney Pixar Toy Story Alien Face Movie Character Peruvian Knit Beanie Hat,ECTS1008TV-ToyStoryAlienHat,38,0,0.02%,0.00%,41,0,0.01%,0.00%,95.12%,0.00%,1,0,2.63%,0.00%,$29.95,$0.00,1,0
B07VQ8N7PK,B07WK7P751,Adult Dynamite Deluxe Costume Moon Boots Size 6/7,100585-MoonBoots-6/7,14,1,0.01%,0.04%,20,1,0.01%,0.03%,90.00%,100.00%,1,0,7.14%,0.00%,$47.99,$0.00,1,0
B07VQ8N7PK,B07WK9YKGF,Adult Dynamite Deluxe Costume Moon Boots,100585-MoonBoots-4/5,10,0,0.00%,0.00%,12,0,0.00%,0.00%,75.00%,0.00%,1,0,10.00%,0.00%,$47.99,$0.00,1,0
B07WSQJPWK,B07WNRQYXX,Train Conductor Engineer Child Deluxe Halloween Costume Set (8/9),220714-TrainEngineerChildCostume-8/9,6,0,0.00%,0.00%,7,0,0.00%,0.00%,83.33%,0.00%,1,0,16.67%,0.00%,$33.95,$0.00,1,0
B07WW6QCG6,B07WV5QVY3,"Shark Chub Suit Inflatable Adult Halloween Costume (Adult, Yellow)",220078-SharkChubSuitYellow-Adult,69,0,0.03%,0.00%,93,0,0.03%,0.00%,86.67%,0.00%,1,0,1.45%,0.00%,$39.95,$0.00,1,0
B07WW6QCG6,B07WW94GVT,"Shark Chub Suit Inflatable Adult Halloween Costume (Adult, Pink)",220080-SharkChubSuitPink-Adult,67,0,0.03%,0.00%,100,0,0.03%,0.00%,84.91%,0.00%,1,0,1.49%,0.00%,$49.99,$0.00,1,0
B0952G5CS1,B07XHNZ3JN,Mad Engine Mighty Morphin Power Rangers Red Blue Yellow Pink Green Black White Blue Juniors Women’s Costume T-Shirt,10056593-PowerRangerJuniors-Pink-XXL,9,4,0.00%,0.16%,15,7,0.01%,0.21%,87.50%,75.00%,1,0,11.11%,0.00%,$22.95,$0.00,1,0
B07XMFPZL7,B07XKDVB28,Celtic Knot Wedding Ring Outlander Stainless Steel Prop Accessory (Size 5.5),CelticRing-5.5,5,0,0.00%,0.00%,5,0,0.00%,0.00%,80.00%,0.00%,1,0,20.00%,0.00%,$22.95,$0.00,1,0
B07XVRY4FK,B07XVRY4FK,Adult Unisex Queen of Music Studded Armband Halloween Cosplay Costume Accessory,QueenofMusic-Armband,8,0,0.00%,0.00%,8,0,0.00%,0.00%,87.50%,0.00%,1,0,12.50%,0.00%,$17.95,$0.00,1,0
B07YBF9V9Q,B07YBDMPZN,Flint Tropics Basketball Jersey #7 Adult Halloween Deluxe Costume (X-Large),220741-FlintTropicsJersey-7-XL,2,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$29.99,$0.00,1,0
B07YBGCDG2,B07YBFB1C5,Adult Halloween Tropical Hopper Costume Hawaiian Button Down Shirt (3X-Large) Multicoloured,204088-HopperHawaiianShirt-3XL,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$36.95,$0.00,1,0
B07YYJKVJS,B07YYK39KJ,Crazy Cousin White V-Neck Sweater with Black Dickey Halloween Cosplay Costume (Large),CousinEddieSweater-L,6,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$49.99,$0.00,1,0
B07YYJKVJS,B07YYKPF2D,Crazy Cousin White V-Neck Sweater with Black Dickey Halloween Cosplay Costume (X-Large),CousinEddieSweater-XL,6,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$49.99,$0.00,1,0
B07YYNK6VZ,B07YYNK6VZ,Halloween Costume Accessory Tekashi69 Tattoo and Wig Set,Tekashi69WigTattooSet,54,1,0.02%,0.04%,80,2,0.03%,0.06%,78.75%,100.00%,1,0,1.85%,0.00%,$19.95,$0.00,1,0
B07YZV913P,B07YZV913P,Globo Gym Purple Cobras Stainless Steel Necklace Chain,GloboGymNecklace,13,0,0.01%,0.00%,19,0,0.01%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,$19.95,$0.00,1,0
B07BNJCCVN,B07Z88NXK3,Sheriff Woody Cowboy Costume Shirt (XXX-Large) Multicolored,woodycostumeshirt-FBA-3XL,23,0,0.01%,0.00%,27,0,0.01%,0.00%,95.83%,0.00%,1,0,4.35%,0.00%,$30.95,$0.00,1,0
B07ZL1KPR1,B07ZL1KPR1,"Toy Story Woody and Jessie Halloween Cosplay Costume Belt (X-Large - 42'' - 46"") Brown",TSM20002TV-WoodyBelt-XL,15,0,0.01%,0.00%,22,0,0.01%,0.00%,100.00%,0.00%,1,0,6.67%,0.00%,$23.95,$0.00,1,0
B08778FTBG,B07ZS1ZH2J,Undergirl Harley Quinn Argyle All Over Print Lounge Pants X-Large Red,WB0943-HQAllOverRedPants-XL,19,1,0.01%,0.04%,21,1,0.01%,0.03%,100.00%,100.00%,1,0,5.26%,0.00%,$12.95,$0.00,1,0
B08178G48N,B08176K8FW,Method Man on Sleigh Ride Adult Ugly Christmas Sweater Multicolored,methodman-sweater-sleighride-XL,121,0,0.05%,0.00%,135,0,0.05%,0.00%,99.25%,0.00%,1,0,0.83%,0.00%,$24.95,$0.00,1,0
B08178G48N,B081771NZB,Sleigh Ride Adult Ugly Christmas Sweater Multicolored,methodman-sweater-sleighride-2X,71,0,0.03%,0.00%,77,0,0.03%,0.00%,100.00%,0.00%,1,0,1.41%,0.00%,$24.95,$0.00,1,0
B08178G48N,B08177H12L,Sleigh Ride Adult Ugly Christmas Sweater Multicolored,methodman-sweater-sleighride-3X,45,1,0.02%,0.04%,49,1,0.02%,0.03%,100.00%,100.00%,1,0,2.22%,0.00%,$24.95,$0.00,1,0
B081VX1MBF,B081VRXLQZ,Trix Silly Rabbit Plush Lounge Pants (Adult X-Large),GM0002-TrixRabbitLoungePants-XL,5,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$12.95,$0.00,1,0
B081VSCZQD,B081VTG842,A Christmas Story Pink Bunny Plush Lounge Pants (Adult Medium),WR0434-PinkBunnyLoungePants-M,7,0,0.00%,0.00%,8,0,0.00%,0.00%,85.71%,0.00%,1,0,14.29%,0.00%,$15.95,$0.00,1,0
B081VX1MBF,B081VTJL98,Trix Silly Rabbit Plush Lounge Pants (Adult Medium),GM0002-TrixRabbitLoungePants-M,9,0,0.00%,0.00%,17,0,0.01%,0.00%,81.25%,0.00%,1,0,11.11%,0.00%,$12.95,$0.00,1,0
B081ZHN98P,B081ZF3HNR,Doctor Who Exterminate Dalek Classic Boxer Briefs,DW0025-DalekBoxerBriefs-L,3,0,0.00%,0.00%,3,0,0.00%,0.00%,33.33%,0.00%,1,0,33.33%,0.00%,$13.95,$0.00,1,0
B081ZDQYKF,B081ZFS3P4,Marvin The Martian Christmas Print Plush Lounge Pants (Adult Small),WR0432-MarvinLoungePants-S,13,0,0.01%,0.00%,20,0,0.01%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,$13.95,$0.00,1,0
B081ZJHFNK,B081ZFZ12W,Doctor Who Blue Circles Tardis Classic Boxers (Adult Medium),DW0039-DWClassicBoxers-M,5,0,0.00%,0.00%,6,0,0.00%,0.00%,80.00%,0.00%,1,0,20.00%,0.00%,$14.95,$0.00,1,0
B081ZC43Q5,B081ZH12SS,Mr Potato Head Pink Hot Potato Plush Lounge Pants (Adult Medium),HS0216-MrPotatoHeadPants-M,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$12.95,$0.00,1,0
B081ZJHFNK,B081ZH6QSQ,Doctor Who Blue Circles Tardis Classic Boxers (Adult Large),DW0039-DWClassicBoxers-L,4,0,0.00%,0.00%,4,0,0.00%,0.00%,75.00%,0.00%,1,0,25.00%,0.00%,$14.95,$0.00,1,0
B08231Z9XF,B08232PGBK,"Horse Man Ugly Christmas Sweater (Adult, Large, Orange)",HorsermanUCS-Orange-L,25,0,0.01%,0.00%,29,0,0.01%,0.00%,86.96%,0.00%,1,0,4.00%,0.00%,$49.99,$0.00,1,0
B08231Z9XF,B08232TZKT,"Horse Man Ugly Christmas Sweater (Adult, Small, Orange)",HorsermanUCS-Orange-S,80,0,0.04%,0.00%,98,0,0.03%,0.00%,97.14%,0.00%,1,0,1.25%,0.00%,$49.99,$0.00,1,0
B08231Z9XF,B08232WRLQ,"Horse Man Ugly Christmas Sweater (Adult, Large, Blue)",HorsermanUCS-Blue-L,23,0,0.01%,0.00%,31,0,0.01%,0.00%,100.00%,0.00%,1,0,4.35%,0.00%,$49.99,$0.00,1,0
B08231Z9XF,B082339HYM,"Horse Man Ugly Christmas Sweater (Adult, Medium, Blue)",HorsermanUCS-Blue-M,24,0,0.01%,0.00%,26,0,0.01%,0.00%,90.91%,0.00%,1,0,4.17%,0.00%,$49.99,$0.00,1,0
B0848J5WFL,B0848GG4NP,Custom Football Jersey Womens Shirt Make Your OWN 2 Sided Personalized Team Uniforms Red,Custom-LST307-Womens-Red-L,13,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,$41.98,$0.00,1,0
B0848J5WFL,B0848GKTKP,Custom Football Jersey Womens Shirt Make Your OWN 2 Sided Personalized Team Uniforms Light Pink,Custom-LST307-Womens-LgtPink-M,14,1,0.01%,0.04%,28,3,0.01%,0.09%,100.00%,100.00%,1,0,7.14%,0.00%,$41.98,$0.00,1,0
B084BP7KN8,B084C36HHB,Custom Baby Bodysuit Personalize with Your Text or Image Infant Clothes Royal Blue,Custom-RS4400-RoyalBlue-12_18m,7,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$19.95,$0.00,1,0
B0848J5WFL,B084RDPZY3,"Custom Football Jersey Womens Shirt Make Your OWN 2 Sided Personalized Team Uniforms (Purple, Small)",Custom-LST307-Womens-Purple-S,36,0,0.02%,0.00%,50,0,0.02%,0.00%,95.65%,0.00%,1,0,2.78%,0.00%,$41.98,$0.00,1,0
B086P8G3RM,B086PB51BH,Custom Blanket with Names Sports and Kids Name Throw Fleece Blankets,custom-blanket-30x40fleece-butterfly,5,0,0.00%,0.00%,16,0,0.01%,0.00%,64.29%,0.00%,1,0,20.00%,0.00%,$29.95,$0.00,1,0
B086Q2TSQR,B086Q21217,Custom Blanket with Names Add Your Family Name Mom Grandma Grandpa Throw Fleece Blankets,custom-30x40fleece-gma-red,2,0,0.00%,0.00%,8,0,0.00%,0.00%,12.50%,0.00%,1,0,50.00%,0.00%,$33.95,$0.00,1,0
B087FZ8JM8,B087GCKNCD,Costume Agent Paddy's Pub Flipadelphia Heather Grey T-Shirt,AMZTVSO-Flipa-3600-HEATHERGREY-S,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$25.95,$0.00,1,0
B089QQFNGR,B08BZRLQRH,Face Mask Protective Disposable Masks (50),DisposableMasks-50Pack,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$4.95,$0.00,1,0
B07BNS1Z3J,B08FCN838V,The Simpsons Multi Character Collage Adult Blue T-Shirt Tee (3X-Large),SM0045-SimpsonsTshirt-3XL,6,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$21.95,$0.00,1,0
